Name, ,Image,ClusterID,Area,Coverage (pc),lw_mean,mw_mean,sw_mean,lum_mean,RNL X,RNL Y,RNL Chromaticity,Dmax Chromaticity,Dmax channel,Adj1,hAdj1,vAdj1,Adj2,hAdj2,vAdj2,Adj3,hAdj3,vAdj3,Adj4,hAdj4,vAdj4
Botia_lohachata_P_11,2,Botia_lohachata_P_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,6645,30.75961672,0.335078445,0.27618768,0.231425246,0.304044756,2.23186603,-1.791209359,2.861757667,0.182970032,lw:sw,1229,519,710,12391.0,6320.0,6071.0,,,,,,
Botia_lohachata_P_12,1,Botia_lohachata_P_12_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,21251,70.218741739,0.252716475,0.200319914,0.170076457,0.22510505,2.682993267,-1.866738109,3.268510982,0.195462156,lw:sw,41394,20811,20583,1150.0,597.0,553.0,250.0,117.0,133.0,,,
Botia_lohachata_P_12,2,Botia_lohachata_P_12_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,4308,14.234734338,0.40294036,0.319247907,0.268371239,0.358837009,2.68839817,-1.926749046,3.307543894,0.200457019,lw:sw,1150,597,553,7592.0,3803.0,3789.0,804.0,395.0,409.0,,,
Botia_lohachata_P_12,3,Botia_lohachata_P_12_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,4705,15.546523923,0.644650274,0.512182763,0.429943007,0.574843969,2.656133493,-1.924225743,3.279891742,0.199803284,lw:sw,250,117,133,804.0,395.0,409.0,8843.0,4440.0,4403.0,,,
Botia_lohachata_P_13,1,Botia_lohachata_P_13_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,2104,15.016772536,0.699831171,0.568653913,0.484950211,0.630704779,2.396793844,-1.74388612,2.964078192,0.181367603,lw:sw,3915,1992,1923,557.0,219.0,338.0,,,,,,
Botia_lohachata_P_13,2,Botia_lohachata_P_13_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,11907,84.983227464,0.356091831,0.293937435,0.257621317,0.323338279,2.214980476,-1.522114448,2.68755854,0.160450389,lw:sw,557,219,338,23205.0,11733.0,11472.0,,,,,,
Botia_lohachata_P_14,1,Botia_lohachata_P_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,4147,38.277644453,0.406085649,0.33264419,0.284851373,0.367384112,2.303534631,-1.688193867,2.855918474,0.17546357,lw:sw,7530,3788,3742,485.0,254.0,231.0,847.0,417.0,430.0,16.0,8.0,8.0
Botia_lohachata_P_14,2,Botia_lohachata_P_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,2502,23.093963448,0.74484255,0.602383388,0.511250524,0.669770919,2.451199596,-1.790469324,3.035483464,0.185967132,lw:sw,485,254,231,4692.0,2350.0,2342.0,61.0,36.0,25.0,0.0,0.0,0.0
Botia_lohachata_P_14,3,Botia_lohachata_P_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,4037,37.262322319,0.273738865,0.224110613,0.193960674,0.24758611,2.309818465,-1.628079786,2.825934382,0.170575732,lw:sw,847,417,430,61.0,36.0,25.0,7445.0,3776.0,3669.0,15.0,11.0,4.0
Botia_lohachata_P_14,4,Botia_lohachata_P_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,4,148,1.36606978,0.173978164,0.149207801,0.138425022,0.160924947,1.773513857,-1.039545627,2.0557253,0.113805311,lw:sw,16,8,8,0.0,0.0,0.0,15.0,11.0,4.0,263.0,128.0,135.0
Botia_lohachata_P_15,1,Botia_lohachata_P_15_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,5947,43.692601572,0.493992537,0.414065572,0.364050421,0.451873377,2.038014005,-1.443820498,2.497622612,0.151440105,lw:sw,11012,5592,5420,632.0,253.0,379.0,909.0,409.0,500.0,0.0,0.0,0.0
Botia_lohachata_P_15,2,Botia_lohachata_P_15_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,2282,16.76585115,0.789639971,0.644629302,0.553882662,0.713223778,2.342921802,-1.681693493,2.883986056,0.175476991,lw:sw,632,253,379,4226.0,2150.0,2076.0,44.0,11.0,33.0,0.0,0.0,0.0
Botia_lohachata_P_15,3,Botia_lohachata_P_15_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,5271,38.726030417,0.339149006,0.284622414,0.254150502,0.31041504,2.023927209,-1.348256728,2.431887652,0.143264074,lw:sw,909,409,500,44.0,11.0,33.0,9832.0,5016.0,4816.0,30.0,19.0,11.0
Botia_lohachata_P_15,4,Botia_lohachata_P_15_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,4,111,0.815516861,0.201247919,0.169539869,0.155916129,0.184538734,1.979740535,-1.160638379,2.294875603,0.126921483,lw:sw,0,0,0,0.0,0.0,0.0,30.0,19.0,11.0,195.0,92.0,103.0
Botia_lohachata_P_2,1,Botia_lohachata_P_2_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,11565,98.593350384,0.375350734,0.312304868,0.2727038,0.342127462,2.123288796,-1.512877558,2.607135174,0.158392432,lw:sw,22807,11493,11314,33.0,23.0,10.0,,,,,,
Botia_lohachata_P_2,2,Botia_lohachata_P_2_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,165,1.406649616,0.104864406,0.086501362,0.082194105,0.095187586,2.222904949,-1.05132791,2.458982877,0.121193638,lw:sw,33,23,10,296.0,142.0,154.0,,,,,,
Botia_lohachata_P_3,1,Botia_lohachata_P_3_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,4642,42.71648109,0.524947715,0.439950956,0.380006209,0.480157026,2.03962308,-1.548338895,2.560745134,0.160164514,lw:sw,8877,4494,4383,662.0,273.0,389.0,0.0,0.0,0.0,,,
Botia_lohachata_P_3,2,Botia_lohachata_P_3_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,6050,55.673138861,0.350831116,0.298034743,0.26204178,0.323008983,1.88326962,-1.391317418,2.341467194,0.144873981,lw:sw,662,273,389,11540.0,5864.0,5676.0,35.0,28.0,7.0,,,
Botia_lohachata_P_3,3,Botia_lohachata_P_3_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,175,1.61038005,0.151819582,0.129459782,0.12070182,0.140036588,1.839710563,-1.032852193,2.109814828,0.114184655,lw:sw,0,0,0,35.0,28.0,7.0,312.0,147.0,165.0,,,
Botia_lohachata_P_4,1,Botia_lohachata_P_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,14976,79.087452471,0.316775128,0.265554841,0.242305299,0.289783549,2.036567267,-1.225880159,2.377054563,0.133200565,lw:sw,29152,14749,14403,784.0,292.0,492.0,69.0,30.0,39.0,,,
Botia_lohachata_P_4,2,Botia_lohachata_P_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,3774,19.930291508,0.595455216,0.496833256,0.446076898,0.543484472,2.09084943,-1.338822484,2.482759953,0.143421711,lw:sw,784,292,492,7156.0,3628.0,3528.0,0.0,0.0,0.0,,,
Botia_lohachata_P_4,3,Botia_lohachata_P_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,186,0.98225602,0.135250888,0.11385085,0.103854122,0.12397064,1.98889464,-1.211387748,2.328768379,0.13130953,lw:sw,69,30,39,0.0,0.0,0.0,303.0,156.0,147.0,,,
Botia_lohachata_P_6,1,Botia_lohachata_P_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,7026,32.529283763,0.47528889,0.396401883,0.344136334,0.433717861,2.095728537,-1.537522914,2.5992412,0.16005433,lw:sw,13596,6857,6739,135.0,37.0,98.0,646.0,280.0,366.0,,,
Botia_lohachata_P_6,2,Botia_lohachata_P_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,9106,42.15935923,0.249809616,0.210713434,0.186793406,0.229207097,1.96531301,-1.370963259,2.396246124,0.144332968,lw:sw,135,37,98,17323.0,8821.0,8502.0,982.0,386.0,596.0,,,
Botia_lohachata_P_6,3,Botia_lohachata_P_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,5467,25.311357007,0.339687186,0.285023311,0.247452713,0.310881004,2.025983321,-1.513697786,2.52900957,0.157091134,lw:sw,646,280,366,982.0,386.0,596.0,10095.0,5128.0,4967.0,,,
Botia_lohachata_P_7,1,Botia_lohachata_P_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,10784,54.494921421,0.206285817,0.17367141,0.152345789,0.189098962,1.987224642,-1.439999613,2.454110972,0.150405117,lw:sw,20316,10346,9970,1747.0,701.0,1046.0,46.0,31.0,15.0,,,
Botia_lohachata_P_7,2,Botia_lohachata_P_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,8715,44.03961797,0.303752223,0.258578868,0.226314894,0.279947248,1.859213309,-1.409942117,2.333369002,0.146089669,lw:sw,1747,701,1046,16535.0,8364.0,8171.0,0.0,0.0,0.0,,,
Botia_lohachata_P_7,3,Botia_lohachata_P_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,290,1.465460609,0.104840717,0.08620787,0.080051995,0.095021719,2.259541091,-1.198547102,2.557741405,0.134070849,lw:sw,46,31,15,0.0,0.0,0.0,532.0,259.0,273.0,,,
Botia_lohachata_P_8,1,Botia_lohachata_P_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,9578,50.054873269,0.331029296,0.285147049,0.256936096,0.30685075,1.722845788,-1.193312977,2.095756062,0.12601626,lw:sw,17851,9060,8791,1474.0,633.0,841.0,780.0,337.0,443.0,2.0,2.0,0.0
Botia_lohachata_P_8,2,Botia_lohachata_P_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,6258,32.704468252,0.475503592,0.40898431,0.365201746,0.440449976,1.740117622,-1.252182792,2.143821607,0.131201553,lw:sw,1474,633,841,11763.0,5937.0,5826.0,20.0,7.0,13.0,0.0,0.0,0.0
Botia_lohachata_P_8,3,Botia_lohachata_P_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,2951,15.422001568,0.228859685,0.197670752,0.179201483,0.212423774,1.691719972,-1.147122509,2.043968325,0.121693035,lw:sw,780,337,443,20.0,7.0,13.0,5281.0,2730.0,2551.0,42.0,28.0,14.0
Botia_lohachata_P_8,4,Botia_lohachata_P_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,4,348,1.818656911,0.125278136,0.105588457,0.099665715,0.114902282,1.974403882,-1.006229396,2.216025336,0.113861399,lw:sw,2,2,0,0.0,0.0,0.0,42.0,28.0,14.0,649.0,317.0,332.0
Botia_lohachata_P_9,1,Botia_lohachata_P_9_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,10550,69.82131039,0.435748153,0.366896396,0.314788249,0.399465386,1.985923684,-1.569453779,2.531220663,0.161164606,lw:sw,20353,10198,10155,1289.0,674.0,615.0,13.0,11.0,2.0,,,
Botia_lohachata_P_9,2,Botia_lohachata_P_9_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,4242,28.074123097,0.273174043,0.230264241,0.199545914,0.250561793,1.973183212,-1.506568357,2.482579345,0.155754221,lw:sw,1289,674,615,7596.0,3846.0,3750.0,38.0,23.0,15.0,,,
Botia_lohachata_P_9,3,Botia_lohachata_P_9_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,318,2.104566512,0.135998832,0.112854567,0.101378991,0.123802494,2.154065185,-1.357109091,2.545926532,0.14584278,lw:sw,13,11,2,38.0,23.0,15.0,583.0,284.0,299.0,,,
Yasuhikotakia_modesta_C_10,1,Yasuhikotakia_modesta_C_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,15255,100.0,0.229417415,0.216482541,0.19717024,0.22260113,0.670114116,-0.774257469,1.023976345,0.075593315,lw:sw,30173,15174,14999,,,,,,,,,
Yasuhikotakia_modesta_C_6,1,Yasuhikotakia_modesta_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,16880,100.0,0.133756897,0.110690992,0.091712741,0.121601875,2.185648363,-1.841539422,2.858028378,0.186473693,lw:sw,33400,16801,16599,,,,,,,,,
Yasuhikotakia_modesta_C_7,1,Yasuhikotakia_modesta_C_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,16819,100.0,0.434967375,0.409012965,0.367375588,0.421290199,0.710424508,-0.86946143,1.122793908,0.084243011,lw:sw,33278,16734,16544,,,,,,,,,
