Name, ,Image,Pass,ClusterID,lw_mean,lw_sd,mw_mean,mw_sd,sw_mean,sw_sd,lum_mean,lum_sd,Area,Coverage (pc),RNL X,RNL Y,RNL Saturation,Dmax Chromaticity,Dmax channel
Botia_lohachata_C_4,3,Botia_lohachata_C_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.138332055,0.015292449,0.115646438,0.012746848,0.10616799,0.010222622,0.126377128,0.013937402,447,2.268344641,2.068305931,-1.200826509,2.391625751,0.131550343,lw:sw
Botia_lohachata_C_5,1,Botia_lohachata_C_5_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.380731959,0.098833343,0.31937488,0.082466321,0.273050774,0.070161826,0.348398651,0.090155848,11551,95.8907547,2.02916852,-1.604760133,2.587040774,0.164704847,lw:sw
Botia_lohachata_C_5,2,Botia_lohachata_C_5_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.137589008,0.016366294,0.11253853,0.012473454,0.099960966,0.010431901,0.124387984,0.01424475,271,2.249709368,2.320678652,-1.47958479,2.752221023,0.15840053,lw:sw
Botia_lohachata_C_5,3,Botia_lohachata_C_5_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.089216909,0.008753065,0.075003252,0.007497178,0.070246767,0.006470137,0.081726616,0.008086539,224,1.859538436,2.003869789,-1.061844904,2.26782026,0.118962154,lw:sw
Botia_lohachata_C_6,1,Botia_lohachata_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.416718554,0.108632491,0.343371335,0.08841315,0.287640832,0.073691117,0.378066765,0.097876946,13956,82.055503845,2.235498286,-1.794056385,2.866372428,0.183255486,lw:sw
Botia_lohachata_C_6,2,Botia_lohachata_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.250837021,0.030964306,0.207344491,0.026497865,0.177914901,0.023505849,0.227917422,0.028509455,2724,16.015993118,2.198815495,-1.640873296,2.74358429,0.170079983,lw:sw
Botia_lohachata_C_6,3,Botia_lohachata_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.11057882,0.022824096,0.091991881,0.019124971,0.085132289,0.015925942,0.100783761,0.020874199,328,1.928504229,2.124988754,-1.173001637,2.427243302,0.130020884,lw:sw
Botia_lohachata_C_7,1,Botia_lohachata_C_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,8,1,0.165943904,0.050560652,0.136982589,0.041792717,0.120197199,0.033859288,0.150682114,0.045884744,21926,100.0,2.214683297,-1.515239524,2.683425594,0.159874637,lw:sw
Botia_lohachata_C_8,1,Botia_lohachata_C_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_t1_WeberFiltered_itr5_rad5_fall3,20,1,0.245857718,0.040513325,0.208100914,0.035220285,0.18767849,0.032006053,0.225960974,0.037643476,5483,29.40892601,1.92524287,-1.256601053,2.299044652,0.134196929,lw:sw
Botia_lohachata_C_8,2,Botia_lohachata_C_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_t1_WeberFiltered_itr5_rad5_fall3,20,2,0.360499329,0.037713715,0.302933535,0.030584849,0.265207184,0.025202822,0.330163902,0.033829558,9162,49.141815186,2.008922423,-1.459000398,2.48283134,0.152295276,lw:sw
Botia_lohachata_C_8,3,Botia_lohachata_C_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_t1_WeberFiltered_itr5_rad5_fall3,20,3,0.541908848,0.075606198,0.44697902,0.059262235,0.382128685,0.047563585,0.491883743,0.066914984,3730,20.006437302,2.22380755,-1.670880419,2.781575345,0.17291523,lw:sw
Botia_lohachata_C_8,4,Botia_lohachata_C_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_t1_WeberFiltered_itr5_rad5_fall3,20,4,0.175330526,0.016849617,0.14532891,0.014124015,0.131660568,0.011869646,0.159520598,0.015408091,269,1.44282341,2.167079519,-1.311928114,2.533256604,0.142251546,lw:sw
Botia_lohachata_P_1,1,Botia_lohachata_P_1_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.348519064,0.033449717,0.30064891,0.027751891,0.263711629,0.02538146,0.323292949,0.030294993,6264,36.302520752,1.706078183,-1.345323163,2.172693531,0.138522025,lw:sw
Botia_lohachata_P_1,2,Botia_lohachata_P_1_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.530335837,0.097068843,0.453608212,0.078008244,0.395037133,0.064400966,0.489902736,0.086937757,3721,21.564764023,1.80453834,-1.420630831,2.296638975,0.146209916,lw:sw
Botia_lohachata_P_1,3,Botia_lohachata_P_1_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.255307525,0.025245372,0.218055846,0.022961192,0.19253802,0.02140649,0.235676996,0.023966304,5150,29.846422195,1.821177557,-1.345415535,2.264250572,0.140158824,lw:sw
Botia_lohachata_P_1,4,Botia_lohachata_P_1_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,4,0.188696648,0.018766602,0.159131928,0.016649438,0.142814273,0.015066202,0.173116887,0.017634377,2120,12.286293983,1.967704223,-1.29965447,2.358169131,0.13840381,lw:sw
Botia_lohachata_P_10,1,Botia_lohachata_P_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.379337915,0.071314223,0.316480879,0.06043976,0.275789623,0.052466079,0.346214176,0.065446299,19898,76.660499573,2.091921749,-1.514166138,2.582408894,0.158058218,lw:sw
Botia_lohachata_P_10,2,Botia_lohachata_P_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.611053844,0.091994809,0.511344827,0.073676815,0.443465884,0.066589192,0.558510261,0.082011423,6058,23.33949852,2.05700718,-1.530474158,2.563909063,0.158923494,lw:sw
Botia_lohachata_P_11,1,Botia_lohachata_P_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.613866713,0.179508722,0.503756969,0.141460662,0.42209085,0.118503471,0.555842251,0.159384888,14958,69.240386963,2.282671392,-1.808688241,2.912377351,0.18511942,lw:sw
Botia_lohachata_P_11,2,Botia_lohachata_P_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.335078445,0.055377214,0.27618768,0.046430654,0.231425246,0.039246288,0.304044756,0.050609247,6645,30.759616852,2.23186603,-1.791209359,2.861757667,0.182970032,lw:sw
Botia_lohachata_P_12,1,Botia_lohachata_P_12_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.252716475,0.05391801,0.200319914,0.043589985,0.170076457,0.037248648,0.22510505,0.048414394,21251,70.218742371,2.682993267,-1.866738109,3.268510982,0.195462156,lw:sw
Botia_lohachata_P_12,2,Botia_lohachata_P_12_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.40294036,0.036663804,0.319247907,0.03207185,0.268371239,0.029766426,0.358837009,0.034065169,4308,14.234734535,2.68839817,-1.926749046,3.307543894,0.200457019,lw:sw
Botia_lohachata_P_12,3,Botia_lohachata_P_12_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.644650274,0.118104259,0.512182763,0.092804366,0.429943007,0.078680679,0.574843969,0.104564959,4705,15.546524048,2.656133493,-1.924225743,3.279891742,0.199803284,lw:sw
Botia_lohachata_P_13,1,Botia_lohachata_P_13_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.699831171,0.078598618,0.568653913,0.062735276,0.484950211,0.055278927,0.630704779,0.069934545,2104,15.01677227,2.396793844,-1.74388612,2.964078192,0.181367603,lw:sw
Botia_lohachata_P_13,2,Botia_lohachata_P_13_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.356091831,0.083055338,0.293937435,0.070098036,0.257621317,0.060500075,0.323338279,0.076150597,11907,84.983230591,2.214980476,-1.522114448,2.68755854,0.160450389,lw:sw
Botia_lohachata_P_14,1,Botia_lohachata_P_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.406085649,0.05690063,0.33264419,0.044447561,0.284851373,0.036012051,0.367384112,0.050240648,4147,38.277645111,2.303534631,-1.688193867,2.855918474,0.17546357,lw:sw
Botia_lohachata_P_14,2,Botia_lohachata_P_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.74484255,0.172654337,0.602383388,0.140029508,0.511250524,0.117983753,0.669770919,0.155303377,2502,23.093963623,2.451199596,-1.790469324,3.035483464,0.185967132,lw:sw
Botia_lohachata_P_14,3,Botia_lohachata_P_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.273738865,0.031580759,0.224110613,0.026009278,0.193960674,0.02221613,0.24758611,0.02859865,4037,37.262321472,2.309818465,-1.628079786,2.825934382,0.170575732,lw:sw
Botia_lohachata_P_14,4,Botia_lohachata_P_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,4,0.173978164,0.022712102,0.149207801,0.018476908,0.138425022,0.015047535,0.160924947,0.020479464,148,1.366069794,1.773513857,-1.039545627,2.0557253,0.113805311,lw:sw
Botia_lohachata_P_15,1,Botia_lohachata_P_15_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.493992537,0.06925779,0.414065572,0.05737491,0.364050421,0.050231974,0.451873377,0.062939584,5947,43.69260025,2.038014005,-1.443820498,2.497622612,0.151440105,lw:sw
Botia_lohachata_P_15,2,Botia_lohachata_P_15_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.789639971,0.090689132,0.644629302,0.070125601,0.553882662,0.057559261,0.713223778,0.079776074,2282,16.765851974,2.342921802,-1.681693493,2.883986056,0.175476991,lw:sw
Botia_lohachata_P_15,3,Botia_lohachata_P_15_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.339149006,0.046808005,0.284622414,0.040049949,0.254150502,0.036190635,0.31041504,0.043196417,5271,38.726032257,2.023927209,-1.348256728,2.431887652,0.143264074,lw:sw
Botia_lohachata_P_15,4,Botia_lohachata_P_15_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,4,0.201247919,0.02066377,0.169539869,0.017418882,0.155916129,0.015251646,0.184538734,0.018949832,111,0.815516889,1.979740535,-1.160638379,2.294875603,0.126921483,lw:sw
Botia_lohachata_P_2,1,Botia_lohachata_P_2_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.375350734,0.079403558,0.312304868,0.065773559,0.2727038,0.056626199,0.342127462,0.072163916,11565,98.593353271,2.123288796,-1.512877558,2.607135174,0.158392432,lw:sw
Botia_lohachata_P_2,2,Botia_lohachata_P_2_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.104864406,0.011651034,0.086501362,0.009591991,0.082194105,0.008074151,0.095187586,0.010565859,165,1.40664959,2.222904949,-1.05132791,2.458982877,0.121193638,lw:sw
Botia_lohachata_P_3,1,Botia_lohachata_P_3_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.524947715,0.083879868,0.439950956,0.067935557,0.380006209,0.060003896,0.480157026,0.075282111,4642,42.716480255,2.03962308,-1.548338895,2.560745134,0.160164514,lw:sw
Botia_lohachata_P_3,2,Botia_lohachata_P_3_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.350831116,0.044292292,0.298034743,0.037866005,0.26204178,0.033473005,0.323008983,0.040855149,6050,55.673137665,1.88326962,-1.391317418,2.341467194,0.144873981,lw:sw
Botia_lohachata_P_3,3,Botia_lohachata_P_3_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.151819582,0.020972084,0.129459782,0.017718353,0.12070182,0.015269802,0.140036588,0.01925726,175,1.610380054,1.839710563,-1.032852193,2.109814828,0.114184655,lw:sw
Botia_lohachata_P_4,1,Botia_lohachata_P_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.316775128,0.079145265,0.265554841,0.06735187,0.242305299,0.059616393,0.289783549,0.072893953,14976,79.08745575,2.036567267,-1.225880159,2.377054563,0.133200565,lw:sw
Botia_lohachata_P_4,2,Botia_lohachata_P_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.595455216,0.087521319,0.496833256,0.068542121,0.446076898,0.061842772,0.543484472,0.077425389,3774,19.93029213,2.09084943,-1.338822484,2.482759953,0.143421711,lw:sw
Botia_lohachata_P_4,3,Botia_lohachata_P_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.135250888,0.013509371,0.11385085,0.011495519,0.103854122,0.009547136,0.12397064,0.012447149,186,0.982255995,1.98889464,-1.211387748,2.328768379,0.13130953,lw:sw
Botia_lohachata_P_6,1,Botia_lohachata_P_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.47528889,0.079296756,0.396401883,0.067136238,0.344136334,0.062032978,0.433717861,0.072748945,7026,32.529285431,2.095728537,-1.537522914,2.5992412,0.16005433,lw:sw
Botia_lohachata_P_6,2,Botia_lohachata_P_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.249809616,0.04773912,0.210713434,0.041575782,0.186793406,0.036422969,0.229207097,0.044451966,9106,42.159358978,1.96531301,-1.370963259,2.396246124,0.144332968,lw:sw
Botia_lohachata_P_6,3,Botia_lohachata_P_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.339687186,0.02098995,0.285023311,0.016364403,0.247452713,0.013760465,0.310881004,0.018359489,5467,25.311357498,2.025983321,-1.513697786,2.52900957,0.157091134,lw:sw
Botia_lohachata_P_7,1,Botia_lohachata_P_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.206285817,0.0292316,0.17367141,0.024504099,0.152345789,0.021935053,0.189098962,0.026696689,10784,54.494922638,1.987224642,-1.439999613,2.454110972,0.150405117,lw:sw
Botia_lohachata_P_7,2,Botia_lohachata_P_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.303752223,0.043397949,0.258578868,0.039673914,0.226314894,0.037054028,0.279947248,0.041319668,8715,44.039619446,1.859213309,-1.409942117,2.333369002,0.146089669,lw:sw
Botia_lohachata_P_7,3,Botia_lohachata_P_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.104840717,0.010311768,0.08620787,0.008306808,0.080051995,0.006828902,0.095021719,0.009250969,290,1.465460658,2.259541091,-1.198547102,2.557741405,0.134070849,lw:sw
Botia_lohachata_P_8,1,Botia_lohachata_P_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.331029296,0.038151775,0.285147049,0.033202473,0.256936096,0.031396614,0.30685075,0.035470778,9578,50.05487442,1.722845788,-1.193312977,2.095756062,0.12601626,lw:sw
Botia_lohachata_P_8,2,Botia_lohachata_P_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.475503592,0.051779209,0.40898431,0.040923514,0.365201746,0.034606749,0.440449976,0.045864002,6258,32.704467773,1.740117622,-1.252182792,2.143821607,0.131201553,lw:sw
Botia_lohachata_P_8,3,Botia_lohachata_P_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.228859685,0.030446079,0.197670752,0.027024955,0.179201483,0.026044761,0.212423774,0.028621989,2951,15.422001839,1.691719972,-1.147122509,2.043968325,0.121693035,lw:sw
Botia_lohachata_P_8,4,Botia_lohachata_P_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,4,0.125278136,0.010357489,0.105588457,0.007843891,0.099665715,0.006374003,0.114902282,0.009014941,348,1.818656921,1.974403882,-1.006229396,2.216025336,0.113861399,lw:sw
Botia_lohachata_P_9,1,Botia_lohachata_P_9_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.435748153,0.080846995,0.366896396,0.066443722,0.314788249,0.055879602,0.399465386,0.073168056,10550,69.821311951,1.985923684,-1.569453779,2.531220663,0.161164606,lw:sw
Botia_lohachata_P_9,2,Botia_lohachata_P_9_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.273174043,0.029454558,0.230264241,0.024950715,0.199545914,0.021879052,0.250561793,0.027043173,4242,28.074123383,1.973183212,-1.506568357,2.482579345,0.155754221,lw:sw
Botia_lohachata_P_9,3,Botia_lohachata_P_9_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.135998832,0.022287559,0.112854567,0.018499168,0.101378991,0.015503969,0.123802494,0.020290612,318,2.104566574,2.154065185,-1.357109091,2.545926532,0.14584278,lw:sw
Yasuhikotakia_modesta_C_10,1,Yasuhikotakia_modesta_C_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,7,1,0.229417415,0.046923,0.216482541,0.041282996,0.19717024,0.037153901,0.22260113,0.043229864,15255,100.0,0.670114116,-0.774257469,1.023976345,0.075593315,lw:sw
Yasuhikotakia_modesta_C_6,1,Yasuhikotakia_modesta_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,7,1,0.133756897,0.048008327,0.110690992,0.038709484,0.091712741,0.029779726,0.121601875,0.043024646,16880,100.0,2.185648363,-1.841539422,2.858028378,0.186473693,lw:sw
Yasuhikotakia_modesta_C_7,1,Yasuhikotakia_modesta_C_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,7,1,0.434967375,0.083185611,0.409012965,0.090626121,0.367375588,0.091218032,0.421290199,0.08633539,16819,100.0,0.710424508,-0.86946143,1.122793908,0.084243011,lw:sw
