Name, ,Image,Col mean,Col sd,Col CoV,Col skew,Col kurtosis,Lum mean,Lum sd,Lum CoV,Lum skew,Lum kurtosis,Col mean hrz,Col sd hrz,Col CoV hrz,Col skew hrz,Col kurtosis hrz,Col mean vrt,Col sd vrt,Col CoV vrt,Col skew vrt,Col kurtosis vrt,Lum mean hrz,Lum sd hrz,Lum CoV hrz,Lum skew hrz,Lum kurtosis hrz,Lum mean vrt,Lum sd vrt,Lum CoV vrt,Lum skew vrt,Lum kurtosis vrt,Transform,Col thresh,Lum thresh
Botia_lohachata_C_10,1,Botia_lohachata_C_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.058425195,0.098426539,1.684659149,3.378892086,20.856522439,0.537068385,0.865597369,1.611707919,2.355144711,10.190808368,0.02666289,0.059861333,2.245117966,6.737540427,75.361247453,0.032887628,0.07080533,2.152947291,4.741788013,34.733488002,0.23561095,0.520331697,2.20843597,4.355522787,28.578072175,0.302577309,0.617121418,2.039549561,3.676587686,20.986643428,none,0,0
Botia_lohachata_C_11,1,Botia_lohachata_C_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.057670885,0.093663119,1.624097128,2.629659262,14.22451126,0.74442678,1.231710635,1.654575934,2.157631599,8.759457796,0.027251419,0.054990855,2.017907959,4.084251522,27.449279957,0.031743204,0.067138914,2.115064166,4.440076958,32.811305878,0.349398325,0.777314152,2.224722034,3.814050137,21.428247079,0.395879871,0.852369177,2.153100572,3.76636632,21.442908322,none,0,0
Botia_lohachata_C_12,1,Botia_lohachata_C_12_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.052482111,0.081444264,1.551848106,2.299992908,10.531613354,0.440793298,0.702556949,1.593846711,2.076133324,8.509929506,0.024277727,0.049374702,2.033744891,4.442960272,32.370845219,0.029448963,0.058755243,1.995154926,3.548024658,20.480223423,0.182796723,0.411066734,2.248764238,4.27199856,27.761511105,0.258723342,0.522009107,2.017634368,3.209405728,16.55574439,none,0,0
Botia_lohachata_C_13,1,Botia_lohachata_C_13_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.070678224,0.12929968,1.829413247,2.930372322,15.130824765,0.672863863,1.225296814,1.821017416,2.458221614,10.295173916,0.031597499,0.073694242,2.332280884,4.887564741,36.57608209,0.04031023,0.099364068,2.464983896,4.644553839,31.991301131,0.288093592,0.723808438,2.512407275,4.523302665,28.808263999,0.385875478,0.927560538,2.403782025,3.923802764,21.786851994,none,0,0
Botia_lohachata_C_14,1,Botia_lohachata_C_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.056113874,0.087308263,1.555912229,2.504930291,11.826953607,0.784066326,1.373339477,1.751560335,2.228462245,7.81839609,0.028023967,0.056701468,2.023320515,3.925641374,24.730905638,0.02951096,0.061876897,2.096742912,4.248114902,26.541347514,0.434897856,1.05426632,2.424169966,3.529715289,16.080375112,0.35188964,0.820934938,2.332932952,3.976378202,20.952821332,none,0,0
Botia_lohachata_C_4,1,Botia_lohachata_C_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.05323346,0.083840005,1.574949374,2.511312778,12.852450187,0.702201128,1.18106879,1.681952282,2.212148334,8.563303722,0.02705367,0.056110061,2.0740277,4.334443203,30.179865716,0.027500843,0.056272237,2.0462004,4.152647,28.920952386,0.344075741,0.793597061,2.306460372,3.973824666,22.245758816,0.359728594,0.792943794,2.204283471,3.749732106,20.385678654,none,0,0
Botia_lohachata_C_5,1,Botia_lohachata_C_5_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.05513108,0.092339203,1.674902868,3.076966842,16.028711475,0.505130128,0.826537932,1.636287141,2.808016018,15.883382195,0.026204346,0.05838748,2.228160135,5.695057374,47.32487772,0.030001899,0.065445595,2.181381715,4.553476591,30.961037673,0.204371535,0.492255475,2.408630314,6.091371563,64.432688556,0.302018426,0.609682888,2.018694343,3.760680345,22.881938365,none,0,0
Botia_lohachata_C_6,1,Botia_lohachata_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.058485855,0.090310848,1.544148538,2.090697486,8.840141053,0.623557252,1.009427044,1.618820149,2.08472121,8.722451316,0.02854792,0.058859008,2.061761698,3.826467679,22.420900385,0.030887518,0.05996712,1.941467736,3.533444141,20.681369304,0.294025164,0.667378734,2.269801416,4.073072345,25.742812994,0.330914749,0.661957642,2.000387241,3.230180986,16.368239361,none,0,0
Botia_lohachata_C_7,1,Botia_lohachata_C_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.068482479,0.11416794,1.667111673,2.83130419,14.46550184,0.559205832,0.940800231,1.682386299,2.322224321,9.339044059,0.031721972,0.074515198,2.349008973,5.580252081,47.676322382,0.038342028,0.081846083,2.134631012,4.0469847,24.711916572,0.257241016,0.611323544,2.37646217,4.109142529,23.570447387,0.303387169,0.671047477,2.211851868,3.75941264,20.714776395,none,0,0
Botia_lohachata_C_8,1,Botia_lohachata_C_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_t1_WeberFiltered_itr5_rad5_fall3,0.050651706,0.080110918,1.581603543,2.536524275,12.947599019,0.553551924,0.923698966,1.668676282,2.240871855,9.035095087,0.022159505,0.044589175,2.012191874,4.507951169,33.360873399,0.029632579,0.060036162,2.026018774,4.02094188,27.288700414,0.223081428,0.526517888,2.360204935,4.66780362,32.22432902,0.331327041,0.694863936,2.097214688,3.389370514,17.184619599,none,0,0
Botia_lohachata_P_1,1,Botia_lohachata_P_1_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.056265233,0.091514365,1.626481593,2.496516887,11.183255614,0.755837729,1.307881425,1.7303733,2.395395751,9.632398089,0.027922344,0.059198241,2.120102862,4.126659259,25.430166072,0.029624693,0.064170479,2.166114571,4.308572942,27.619375752,0.384512953,0.919482737,2.391291969,3.93497945,20.829590264,0.373462517,0.850562285,2.277503754,4.20953739,25.921829214,none,0,0
Botia_lohachata_P_10,1,Botia_lohachata_P_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.057722917,0.100458309,1.740353979,3.020635434,15.848243986,0.405564533,0.701999415,1.730919146,3.102574399,18.044373788,0.024810293,0.054127948,2.181673044,5.367859218,45.051834792,0.033705464,0.075110927,2.228449543,4.484415194,30.645494639,0.150669731,0.356777447,2.367943754,6.337647614,67.290036986,0.25554914,0.552572903,2.162296078,4.484463958,32.650348181,none,0,0
Botia_lohachata_P_11,1,Botia_lohachata_P_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.056511987,0.092181238,1.631180278,2.85260576,17.644213756,0.488823114,0.795445371,1.627266283,2.233103666,10.160984961,0.025511997,0.05257415,2.060761819,4.741352836,37.844866339,0.031849264,0.066883114,2.099989337,4.589146801,38.88822095,0.193660451,0.439607922,2.269993271,4.912847389,39.479383185,0.295999798,0.597067369,2.017120867,3.342068657,18.229107842,none,0,0
Botia_lohachata_P_12,1,Botia_lohachata_P_12_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.061689369,0.105703468,1.713479485,2.968855536,15.664526841,0.701925877,1.176380653,1.675932876,2.371846227,9.725789587,0.030074388,0.069096294,2.297512893,5.045040672,39.759066002,0.032735187,0.073542666,2.246593717,4.663876291,32.448727208,0.341905599,0.79030461,2.311470221,4.077830105,23.211578213,0.361847396,0.787272773,2.175703849,3.830570469,21.637599082,none,0,0
Botia_lohachata_P_13,1,Botia_lohachata_P_13_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.056188208,0.096579307,1.718853664,3.635876971,24.568258478,0.580913698,0.93149024,1.603491609,2.488822493,11.75957975,0.025682835,0.055840319,2.174227247,5.510777113,49.787735027,0.031503206,0.072031468,2.286480536,5.963838351,57.975538949,0.253500062,0.563833665,2.224195371,4.662530253,33.974244468,0.328574784,0.674202394,2.051899372,3.907585725,23.981189454,none,0,0
Botia_lohachata_P_14,1,Botia_lohachata_P_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.062246486,0.101886473,1.636822881,2.402246741,11.098219359,0.844514101,1.381400604,1.635734208,2.028018847,7.967396118,0.030001295,0.063286405,2.109455777,4.146049804,27.207088621,0.033433742,0.0710388,2.12476365,4.075040941,26.159699217,0.420777351,0.919453679,2.185131106,3.516560781,18.490077684,0.426083259,0.895544346,2.101805991,3.544049113,19.595107795,none,0,0
Botia_lohachata_P_15,1,Botia_lohachata_P_15_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.045660244,0.069325545,1.518291172,2.29580143,10.51162036,0.694846618,1.155984278,1.663653888,2.299618677,9.749091686,0.021177659,0.040193635,1.897926274,4.155572274,28.825452235,0.025444564,0.051172539,2.011138403,3.745570321,22.057394155,0.306304529,0.696465121,2.273766967,4.280850179,26.748112846,0.390448727,0.837358902,2.144606563,3.683031321,20.885557875,none,0,0
Botia_lohachata_P_2,1,Botia_lohachata_P_2_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.050995184,0.084243918,1.651997525,2.564204145,12.748756718,0.485853812,0.788214337,1.622328194,2.427628411,13.934857286,0.022581413,0.04778427,2.11608856,4.634380559,34.901816341,0.029274927,0.062889162,2.148226042,4.218650765,28.201810594,0.209755566,0.480162439,2.289152317,5.383175757,55.831259426,0.276560144,0.559662026,2.023653943,3.401898592,19.965218111,none,0,0
Botia_lohachata_P_3,1,Botia_lohachata_P_3_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.062715926,0.10893325,1.736931203,2.885080711,14.394574499,0.436174591,0.703464268,1.612804329,2.527599936,12.600849757,0.029700708,0.06701721,2.256417939,5.185928721,41.013811813,0.033981986,0.077854987,2.291066461,4.461562298,29.05799007,0.187396962,0.426911984,2.278115818,5.056063628,41.34111247,0.249349632,0.501931265,2.012961724,3.721617207,22.326926846,none,0,0
Botia_lohachata_P_4,1,Botia_lohachata_P_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3,0.044540085,0.071229441,1.599221062,2.380251328,11.036872077,0.640237703,1.150637939,1.797204279,2.60846431,11.556799247,0.019679551,0.040261218,2.045840197,4.594008123,34.618925421,0.02581787,0.053774449,2.082838325,3.665680942,21.26976049,0.251778161,0.615097626,2.443014218,4.900610119,34.816026616,0.38961611,0.884936582,2.271303878,3.849287681,21.516963691,none,0,0
