Name, ,ClusterID_Particle#,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Area (px)
Botia_lohachata_C_5,2,1_2,221.949002217,12.472838137,221.949002217,12.472838137,317.296464556,90.954036542,25.253680057,166.862758907,0.225172801,133.89921583,131,0,158.993210569,45.238445759,3.601615144,0.277653208,0.584575502,1804
Botia_lohachata_C_5,3,1_3,239.864238411,60.718543046,239.864238411,60.718543046,117.556349186,40.766531131,4.716103282,4.910711,0.137307617,53.758720223,203,63,9.637538113,9.0,8.644113306,0.115685665,0.56133829,151
Botia_lohachata_C_5,4,2_1,129.729740808,31.105032478,129.729740808,31.105032478,635.656854249,286.391236114,70.497127408,179.556633718,0.493157249,263.638009399,0,0,166.174595615,63.0,4.062452566,0.24615672,0.983196925,15857
Botia_lohachata_C_5,5,3_1,129.70680332,31.223717304,129.70680332,31.223717304,685.941125497,285.432802407,70.943498956,179.612346337,0.424758959,263.638009399,0,0,166.174595615,63.0,4.02338208,0.248547113,0.986111111,15904
Botia_lohachata_C_6,1,1_1,48.611838414,40.374696091,48.611838414,40.374696091,815.261976671,91.639995257,74.290835859,178.136115045,0.101094068,184.271538768,0,0,154.269294398,80.0,1.233530276,0.810681359,0.421438424,5347
Botia_lohachata_C_6,2,1_2,262.973505612,33.954189507,262.973505612,33.954189507,636.936074863,73.92938853,65.978913026,143.741172421,0.118667098,162.114157309,159,0,150.430468667,80.0,1.12050025,0.892458525,0.365204957,3831
Botia_lohachata_C_6,3,1_3,161.283707865,45.632022472,161.283707865,45.632022472,73.840620434,26.87575869,16.865506316,25.973148517,0.820482246,27.313000567,149,52,23.749494493,18.454125407,1.593534056,0.627536008,0.915167095,356
Botia_lohachata_C_6,4,1_4,130.87012987,46.220779221,130.87012987,46.220779221,49.597979746,20.640136983,9.499883167,40.895567565,0.786688155,20.248456731,122,51,32.905242923,9.899494937,2.172672718,0.460262603,0.905882353,154
Botia_lohachata_C_6,5,1_5,259.556603774,44.330188679,259.556603774,44.330188679,38.627416998,12.276490628,10.993645972,30.246247284,0.892738765,13.416407865,257,50,63.434948823,11.627553483,1.116689646,0.89550396,0.909871245,106
Botia_lohachata_C_6,6,1_6,83.161290323,51.317204301,83.161290323,51.317204301,58.284271247,18.83539462,12.573272825,149.01200021,0.688050107,19.924858845,75,47,162.474431626,15.461202427,1.49805026,0.667534346,0.794871795,186
Botia_lohachata_C_6,7,1_7,189.953125,54.890625,189.953125,54.890625,28.970562748,10.41794566,7.821823373,20.827908039,0.958243706,11.180339887,185,57,26.565051177,8.0,1.331907557,0.750802858,0.920863309,64
Botia_lohachata_C_6,8,2_1,152.428981011,38.400827223,152.428981011,38.400827223,1077.019335984,313.850148545,86.313308053,179.520630271,0.230490402,310.483493925,0,0,165.068582822,80.0,3.636173327,0.275014393,0.8865,21276
Botia_lohachata_C_6,9,3_1,151.973090571,39.830812775,151.973090571,39.830812775,836.911688245,333.486829521,90.378761123,179.79519779,0.424703216,310.483493925,0,0,165.068582822,80.0,3.689880514,0.271011486,0.986333333,23672
Botia_lohachata_C_7,1,1_1,60.413200131,11.327710449,60.413200131,11.327710449,403.639610307,153.912677606,25.25588139,5.594008398,0.235477335,178.025279104,0,42,13.645951279,41.089481544,6.094132104,0.164092275,0.815438034,3053
Botia_lohachata_C_7,2,1_2,302.357305072,14.544284633,302.357305072,14.544284633,421.43860018,118.847662189,28.304291521,169.085809303,0.186927869,180.24982663,177,0,161.565051177,54.548385156,4.198927293,0.238156065,0.520488574,2642
Botia_lohachata_C_7,3,1_3,14.480079681,77.735059761,14.480079681,77.735059761,132.04163056,35.744566677,8.940746957,168.755833796,0.180909689,54.230987452,0,61,157.21759427,19.820697515,3.997939641,0.250128839,0.448214286,251
Botia_lohachata_C_7,4,1_4,275.328313253,79.448795181,275.328313253,79.448795181,532.04163056,161.544991812,5.23340927,1.264484354,0.029477233,256.439076585,92,82,3.353340494,15.0,30.868021871,0.032395986,0.323114355,664
Botia_lohachata_C_8,1,1_1,160.191694652,34.288080798,160.191694652,34.288080798,1455.185858225,328.218993621,77.394674442,0.489256693,0.118396156,329.123077283,0,81,14.247354449,81.0,4.240847267,0.235801937,0.790717952,19951
Botia_lohachata_C_8,2,1_2,293.959259259,77.32962963,293.959259259,77.32962963,171.213203436,64.795123491,7.958346058,4.876439417,0.173616254,78.089692021,242,81,9.582944724,13.0,8.141782604,0.122823225,0.727109515,405
Botia_lohachata_C_8,3,2_1,147.883222236,38.727078355,147.883222236,38.727078355,797.656854249,277.831098295,72.875410149,1.565598631,0.314072138,329.123077283,0,0,165.752645551,81.0,3.812412139,0.262301127,0.615426294,15902
Botia_lohachata_C_8,4,2_2,162.34,14.108,162.34,14.108,43.112698372,17.085046064,9.31545297,43.752550504,0.845102654,17.204650534,155,19,35.537677792,9.899494937,1.834054245,0.545240144,0.909090909,125
Botia_lohachata_C_8,5,2_3,144.94,13.7,144.94,13.7,30.970562748,10.663172804,8.955398887,116.434537776,0.982591344,11.66190379,142,9,120.963756532,9.0,1.190697694,0.839843736,0.949367089,75
Botia_lohachata_C_8,6,2_4,68.787769784,28.5,68.787769784,28.5,43.112698372,15.163425857,11.671524522,29.586972087,0.939754151,15.811388301,61,31,18.434948823,12.02081528,1.299181253,0.76971554,0.926666667,139
Botia_lohachata_C_8,7,2_5,87.0,25.0,87.0,25.0,22.142135624,8.346194536,6.102132124,17.03859764,1.0,8.94427191,83,27,26.565051177,6.0,1.367750545,0.731127473,0.930232558,40
Botia_lohachata_C_8,8,2_6,173.932748538,48.307017544,173.932748538,48.307017544,57.941125497,22.358636722,9.737801318,107.724486395,0.64007685,21.587033145,172,38,103.392497754,11.32230518,2.296066226,0.435527507,0.808510638,171
Botia_lohachata_C_8,9,2_7,249.539215686,51.196078431,249.539215686,51.196078431,42.627416998,17.679926344,7.34564336,73.416473817,0.705394389,18.027756377,248,60,70.559965172,8.221921916,2.406858797,0.415479297,0.890829694,102
Botia_lohachata_C_8,10,2_8,155.271428571,52.0,155.271428571,52.0,30.142135624,10.676411744,8.348007764,90.0,0.968188377,11.180339887,153,47,116.565051177,8.0,1.278917323,0.781911373,0.945945946,70
Botia_lohachata_C_8,11,2_9,228.367924528,66.896226415,228.367924528,66.896226415,29.313708499,11.150052788,6.05214138,176.722953729,0.775075848,11.704699911,222,66,160.016893478,6.0,1.842331844,0.542790379,0.913793103,53
Botia_lohachata_C_8,12,3_1,163.535867746,42.445180696,163.535867746,42.445180696,797.656854249,330.069911064,85.285123397,179.93714151,0.436663369,329.123077283,0,0,165.752645551,81.0,3.870193275,0.258385029,0.855644568,22109
Botia_lohachata_C_8,13,4_1,161.119749707,40.41615174,161.119749707,40.41615174,865.012193309,355.638970731,91.544340858,179.904223485,0.42943371,329.123077283,0,0,165.752645551,81.0,3.884882095,0.257408069,0.98958938,25570
Botia_lohachata_P_1,1,1_1,143.895180579,38.210117197,143.895180579,38.210117197,883.923881554,297.26910991,71.630914334,0.759511,0.268980185,311.661675539,0,0,165.696229545,77.0,4.150011384,0.240963194,0.719188097,16724
Botia_lohachata_P_1,2,1_2,129.897435897,7.769230769,129.897435897,7.769230769,32.627416998,10.898499023,9.112510289,42.260267198,0.920744386,12.083045974,124,9,24.44395478,9.899494937,1.195993055,0.836125256,0.906976744,78
Botia_lohachata_P_1,3,1_3,143.730769231,9.346153846,143.730769231,9.346153846,30.384776311,11.845196728,6.986846424,50.99873352,0.884730774,12.806248475,139,14,51.340191746,7.778174593,1.695356676,0.589846381,0.915492958,65
Botia_lohachata_P_1,4,1_4,123.199186992,19.581300813,123.199186992,19.581300813,47.112698372,19.052255441,8.219943538,158.720823132,0.696368339,19.924858845,114,15,162.474431626,9.312498469,2.317808553,0.431442018,0.869257951,123
Botia_lohachata_P_1,5,2_1,157.514744279,39.710566733,157.514744279,39.710566733,755.656854249,312.437345471,79.600561161,0.007157953,0.429862502,311.661675539,0,0,165.696229545,77.0,3.925064609,0.254772876,0.839984519,19533
Botia_lohachata_P_1,6,3_1,149.228255447,35.004240812,149.228255447,35.004240812,823.455844123,296.236073073,77.532651271,179.995992542,0.33430409,311.661675539,0,0,165.696229545,77.0,3.820791218,0.261725895,0.775737508,18039
Botia_lohachata_P_1,7,3_2,273.838461538,41.469230769,273.838461538,41.469230769,30.970562748,11.359726665,7.285436776,131.619622289,0.851579165,12.806248475,269,37,141.340191746,8.320502943,1.559237561,0.641339091,0.896551724,65
Botia_lohachata_P_1,8,4_1,154.662581622,37.298807609,154.662581622,37.298807609,803.254833996,322.485735233,83.441348248,179.286613164,0.411609009,311.661675539,0,0,165.696229545,77.0,3.864819325,0.258744308,0.908832889,21134
Botia_lohachata_P_10,1,1_1,65.763905806,8.8499797,65.763905806,8.8499797,454.911688245,149.933307361,20.915892899,4.521621629,0.149561594,190.420587122,0,56,17.102728969,53.871643217,7.168391428,0.139501311,0.472336753,2463
Botia_lohachata_P_10,2,1_2,322.141291539,20.349634692,322.141291539,20.349634692,473.48023074,132.919519092,40.643807811,165.364721931,0.237836878,199.251097864,186,0,158.198590514,69.153123005,3.270351039,0.305777572,0.608402638,4243
Botia_lohachata_P_10,3,1_3,187.319398779,23.909816815,187.319398779,23.909816815,539.788888605,200.727718614,27.008995165,178.482882505,0.183640151,213.677326827,81,23,175.436770246,39.502632949,7.431883985,0.134555384,0.63991584,4258
Botia_lohachata_P_10,4,1_4,47.555299539,38.160138249,47.555299539,38.160138249,175.722871427,57.786585481,19.125060178,31.167723354,0.353242546,64.621977686,16,57,21.801409486,28.788739681,3.021511302,0.330960205,0.652631579,868
Botia_lohachata_P_10,5,1_5,18.8,31.177777778,18.8,31.177777778,33.798989873,11.480958327,9.981009927,65.532040217,0.990022196,12.529964086,16,37,61.389540334,10.0,1.150280223,0.86935338,0.942408377,90
Botia_lohachata_P_10,6,1_6,303.987012987,48.902597403,303.987012987,48.902597403,50.870057685,20.249607902,9.683095635,8.7008429,0.747835581,19.924858845,294,52,17.525568374,10.592682287,2.091232873,0.478186821,0.887608069,154
Botia_lohachata_P_10,7,1_7,265.393333333,58.253333333,265.393333333,58.253333333,78.426406871,29.663856581,12.876675775,172.669195808,0.612923796,30.805843601,251,52,166.865977694,15.782302781,2.303689019,0.434086368,0.832177531,300
Botia_lohachata_P_10,8,1_8,295.685185185,65.796296296,295.685185185,65.796296296,42.870057685,14.752906195,11.651083269,74.568827742,0.923071828,15.524174696,293,73,75.068582822,12.0,1.26622614,0.789748346,0.915254237,135
Botia_lohachata_P_10,9,1_9,58.301763965,87.81751365,58.301763965,87.81751365,403.74011537,149.464317896,20.282990607,174.950723882,0.183554677,180.623918682,0,61,168.503436982,35.503643629,7.368948731,0.135704567,0.72326853,2381
Botia_lohachata_P_10,10,1_10,330.041501976,69.298418972,330.041501976,69.298418972,83.012193309,37.893712145,8.500872218,160.522530036,0.461367085,36.769552622,312,62,157.619864948,10.081715311,4.457626367,0.224334639,0.830870279,253
Botia_lohachata_P_10,11,1_11,316.931144068,92.828389831,316.931144068,92.828389831,404.284271247,135.252842228,8.886601645,2.732927301,0.07257853,187.296556295,185,97,6.745579647,21.972405897,15.219861048,0.065703622,0.4391719,944
Botia_lohachata_P_10,12,2_1,186.613735841,51.99674229,186.613735841,51.99674229,933.656854249,384.138165522,99.200729723,0.489223682,0.431447037,383.470989776,0,0,165.347696624,97.0,3.872332054,0.258242317,0.831661433,29929
Botia_lohachata_P_11,1,1_1,182.654456734,47.956929083,182.654456734,47.956929083,1776.506709399,268.608921727,72.855702918,0.970883437,0.061199803,357.513636104,0,0,165.419579603,90.0,3.686861988,0.27123337,0.493577392,15370
Botia_lohachata_P_11,2,1_2,176.162576687,44.38803681,176.162576687,44.38803681,193.237590053,47.112389065,17.620676846,174.77334244,0.219419002,58.549124673,144,40,172.146686698,24.0,2.67369917,0.374013655,0.629343629,652
Botia_lohachata_P_11,3,1_3,142.65,51.00625,142.65,51.00625,59.69848481,22.993805764,8.85970462,1.837242489,0.56416122,23.769728648,132,48,165.379126011,10.447890497,2.595324195,0.385308318,0.778588808,160
Botia_lohachata_P_11,4,2_1,174.473447656,33.356912368,174.473447656,33.356912368,1258.305699272,360.518255705,76.613000886,179.539393892,0.172169871,353.82481541,0,0,167.927862653,84.0,4.705705971,0.212507965,0.811803009,21693
Botia_lohachata_P_11,5,2_2,91.246160065,83.852869846,91.246160065,83.852869846,645.597979746,236.761610466,13.304499101,177.801757745,0.074590795,305.196657911,0,63,174.924547622,26.986637971,17.79560498,0.05619365,0.579526821,2474
Botia_lohachata_P_11,6,2_3,318.81097561,76.12804878,318.81097561,76.12804878,50.526911935,18.871575429,11.064857098,163.122371189,0.807250271,20.615528128,309,72,157.166345822,12.441587658,1.705541722,0.586323974,0.888888889,164
Botia_lohachata_P_11,7,2_4,261.859375,76.96875,261.859375,76.96875,28.627416998,10.015427056,8.136181354,117.656288166,0.981353577,10.770329614,260,72,111.801409486,8.485281374,1.23097392,0.812364895,0.907801418,64
Botia_lohachata_P_11,8,2_5,337.86,87.26,337.86,87.26,56.142135624,21.168650824,6.014741116,10.268772569,0.398686937,24.351591324,323,90,19.179008026,8.0,3.519461672,0.284134363,0.904977376,100
Botia_lohachata_P_12,1,1_1,98.721609426,30.986588117,98.721609426,30.986588117,1035.678282274,223.605206051,68.14178391,6.439127409,0.140199162,244.965303666,0,52,8.923988444,90.0,3.2814698,0.304741491,0.694806514,11967
Botia_lohachata_P_12,2,1_2,349.966033391,20.192861255,349.966033391,20.192861255,458.735064736,114.56586548,38.608656775,168.922515396,0.207451129,162.459225654,246,4,155.643608747,68.330860121,2.967362116,0.336999652,0.478117258,3474
Botia_lohachata_P_12,3,1_3,283.490514905,22.445799458,283.490514905,22.445799458,138.024386618,36.765032876,25.558274004,151.078704301,0.486804489,49.406477308,266,8,144.057888129,29.616155829,1.438478704,0.69517887,0.748478702,738
Botia_lohachata_P_12,4,1_4,319.403614458,24.644578313,319.403614458,24.644578313,33.213203436,11.711998861,9.023129482,65.376381064,0.94551065,12.529964086,316,30,61.389540334,9.838699101,1.297997428,0.770417551,0.917127072,83
Botia_lohachata_P_12,5,1_5,232.12585034,50.595238095,232.12585034,50.595238095,49.355339059,19.167061336,9.764992651,51.943308898,0.758331191,20.0,227,59,53.130102354,11.313708499,1.962834179,0.509467387,0.862170088,147
Botia_lohachata_P_12,6,1_6,143.056701031,54.159793814,143.056701031,54.159793814,35.798989873,12.643239572,9.768401139,173.528949564,0.951130379,13.416407865,137,51,153.434948823,10.0,1.294299793,0.772618527,0.923809524,97
Botia_lohachata_P_12,7,1_7,18.123287671,96.636986301,18.123287671,96.636986301,183.556349186,29.193041285,6.367715228,171.739238899,0.054453262,74.330343737,0,76,160.346175942,23.940940543,4.58453939,0.218124421,0.15835141,146
Botia_lohachata_P_12,8,1_8,324.884030418,95.007332971,324.884030418,95.007332971,457.941125497,178.722660319,13.115482937,2.80288079,0.110317486,215.127868952,180,101,5.869600443,22.0,13.626845552,0.073384555,0.738615848,1841
Botia_lohachata_P_12,9,1_9,35.8,89.46,35.8,89.46,25.556349186,8.441196864,7.541818804,163.423952602,0.962015881,9.433981132,32,87,147.994616792,8.0,1.119252144,0.893453728,0.909090909,50
Botia_lohachata_P_12,10,2_1,202.30299273,51.871188638,202.30299273,51.871188638,1000.384776311,419.647618657,107.666948353,179.639147203,0.445587259,406.739474357,0,0,165.622104174,101.0,3.897645703,0.256565136,0.891742474,35486
Botia_lohachata_P_12,11,3_1,206.529838411,52.18739491,206.529838411,52.18739491,987.656854249,413.950766159,107.927575059,179.854161264,0.452031491,406.739474357,0,0,165.622104174,101.0,3.835449522,0.260725632,0.881766095,35089
Botia_lohachata_P_13,1,1_1,143.201609975,35.043941411,143.201609975,35.043941411,735.840620434,295.378649635,71.218633385,0.180324144,0.383446665,285.959787383,0,0,166.449714171,67.0,4.147491121,0.241109618,0.887039622,16522
Botia_lohachata_P_13,2,2_1,60.22002772,12.984060984,60.22002772,12.984060984,438.249783362,124.812863672,29.4406299,179.771768994,0.188826425,132.981201679,0,34,12.154941697,34.0,4.239476672,0.23587817,0.713561627,2886
Botia_lohachata_P_13,3,2_2,245.895669291,15.308562992,245.895669291,15.308562992,383.195959493,88.131422535,29.356416593,163.722606547,0.173896854,159.699718221,130,0,157.932100438,56.054918482,3.002117859,0.333098182,0.44723231,2032
Botia_lohachata_P_13,4,2_3,153.848017621,15.559471366,153.848017621,15.559471366,100.083261121,39.654873629,14.577041872,8.583226784,0.56956438,41.43669871,132,21,8.32565033,17.484828779,2.72036494,0.367597739,0.850984067,454
Botia_lohachata_P_13,5,2_4,193.598484848,18.712121212,193.598484848,18.712121212,77.597979746,25.674668657,13.092096506,163.573519568,0.550950982,28.861739379,181,17,165.963756532,16.0,1.961081531,0.509922706,0.797583082,264
Botia_lohachata_P_13,6,2_5,38.208010336,32.029715762,38.208010336,32.029715762,79.597979746,29.44571954,16.733967161,4.664595599,0.767567784,29.427877939,23,32,170.217592968,17.0,1.759637703,0.568298803,0.920332937,387
Botia_lohachata_P_13,7,2_6,12.435483871,33.467741935,12.435483871,33.467741935,27.798989873,9.510119402,8.300721414,130.857730978,1.0,10.295630141,10,29,119.054604099,8.485281374,1.145697937,0.87283041,0.918518519,62
Botia_lohachata_P_13,8,2_7,61.825704225,64.822183099,61.825704225,64.822183099,374.384776311,138.687463827,5.214602975,178.792078219,0.050923921,175.72990639,0,51,174.776052404,16.0,26.595977585,0.037599671,0.37993311,568
Botia_lohachata_P_13,9,2_8,267.712121212,65.439393939,267.712121212,65.439393939,69.899494937,26.445391194,3.177635352,4.855401264,0.169748414,32.388269481,246,67,8.880659151,5.0,8.322349252,0.12015838,0.634615385,66
Botia_lohachata_P_14,1,1_1,121.392916267,30.932342947,121.392916267,30.932342947,1034.27416998,237.539140832,61.518157402,179.799681265,0.134823901,255.876923539,0,0,165.74652239,63.0,3.861285039,0.25898114,0.734575013,11477
Botia_lohachata_P_14,2,2_1,128.485825332,33.072930956,128.485825332,33.072930956,619.656854249,255.936490035,65.279668811,0.041912332,0.429444833,255.876923539,0,0,165.74652239,63.0,3.920615633,0.255061984,0.839861751,13122
Botia_lohachata_P_14,3,3_1,117.556252742,26.113690215,117.556252742,26.113690215,1395.293505963,246.490533964,58.860534638,1.545658965,0.073551756,255.876923539,0,63,14.25347761,63.0,4.187704639,0.2387943,0.74324104,11395
Botia_lohachata_P_14,4,3_2,89.317073171,47.609756098,89.317073171,47.609756098,46.870057685,15.511142854,13.462018067,67.632950578,0.938129377,16.643316977,86,55,57.264773728,14.0,1.152215275,0.867893372,0.92917847,164
Botia_lohachata_P_14,5,3_3,245.5,60.5,245.5,60.5,22.727922061,7.788162567,4.577550475,45.000277195,0.681158895,9.899494937,241,63,45.0,5.656854249,1.701382128,0.587757438,0.903225806,28
Botia_lohachata_P_14,6,4_1,125.13446627,31.325794779,125.13446627,31.325794779,651.941125497,277.39638295,71.034290299,179.7470017,0.45756398,255.876923539,0,0,165.74652239,63.0,3.905105292,0.256075042,0.990527394,15476
Botia_lohachata_P_15,1,1_1,124.972859644,35.109989863,124.972859644,35.109989863,1354.825468532,233.800891325,59.09268447,179.662291895,0.074287018,281.584800726,0,0,165.815705752,69.0,3.956511596,0.252747901,0.576047141,10851
Botia_lohachata_P_15,2,1_2,143.958083832,27.740518962,143.958083832,27.740518962,178.066017178,40.641049696,31.391561817,66.057962023,0.397114272,46.872166581,121,29,11.070202578,36.978417035,1.294648859,0.772410212,0.726350127,1002
Botia_lohachata_P_15,3,1_3,171.794117647,10.558823529,171.794117647,10.558823529,34.627416998,12.476592491,8.674272353,12.252668806,0.890817204,13.601470509,166,14,17.102728969,9.0,1.438344565,0.695243702,0.913978495,85
Botia_lohachata_P_15,4,1_4,197.215492958,27.463380282,197.215492958,27.463380282,166.852813742,38.017919462,23.778262713,147.792057203,0.320480156,45.188494111,174,20,155.136303428,27.955103378,1.598851856,0.625448816,0.754516472,710
Botia_lohachata_P_15,5,1_5,169.609090909,36.924242424,169.609090909,36.924242424,56.769552622,22.593190052,9.298577332,75.268980831,0.64337305,22.803508502,166,48,74.744881297,11.067971811,2.429746965,0.41156549,0.820895522,165
