Name, ,Image,ClusterID,Area,Coverage (pc),lw_mean,mw_mean,sw_mean,lum_mean,RNL X,RNL Y,RNL Chromaticity,Dmax Chromaticity,Dmax channel,Adj1,Adj2,Adj3,Adj4,hAdj1,hAdj2,hAdj3,hAdj4,vAdj1,vAdj2,vAdj3,vAdj4,Adj5,hAdj5,vAdj5,Adj6,hAdj6,vAdj6,Adj7,hAdj7,vAdj7
Yasuhikotakia_modesta_P_24,4,Yasuhikotakia_modesta_P_24_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,4,668,0.171381365,0.401283716,0.277015234,0.187936917,0.335798049,4.279303624,-3.721124542,5.670908866,0.362083041,lw:sw,0,164,0,1254.0,0,88,0,624.0,0,76,0,630.0,,,,,,,,,
Yasuhikotakia_modesta_P_25,1,Yasuhikotakia_modesta_P_25_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,343875,76.835162183,0.334802711,0.323492207,0.299754468,0.328842422,0.396831689,-0.580833219,0.703450509,0.055232602,lw:sw,683743,388,434,28.0,342379,109,161,3.0,341364,279,273,25.0,90.0,28.0,62.0,4229.0,1996.0,2233.0,,,
Yasuhikotakia_modesta_P_25,2,Yasuhikotakia_modesta_P_25_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,1860,0.415596951,0.123478719,0.109907798,0.103034603,0.116326994,1.344391979,-0.833227267,1.581662882,0.090255689,lw:sw,388,3354,60,1.0,109,1772,28,0.0,279,1582,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Yasuhikotakia_modesta_P_25,3,Yasuhikotakia_modesta_P_25_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,1438,0.3213056,0.0784546,0.065934552,0.059642896,0.071855663,2.007546324,-1.266835215,2.373839444,0.136220457,lw:sw,434,60,2379,70.0,161,28,1254,28.0,273,32,1125,42.0,143.0,63.0,80.0,16.0,2.0,14.0,,,
Yasuhikotakia_modesta_P_25,4,Yasuhikotakia_modesta_P_25_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,4,357,0.079767802,0.051745859,0.041348712,0.038913796,0.046265322,2.590046311,-1.23188203,2.868078316,0.14154105,lw:sw,28,1,70,627.0,3,0,28,334.0,25,1,42,293.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Yasuhikotakia_modesta_P_25,5,Yasuhikotakia_modesta_P_25_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,5,1322,0.29538665,0.034551062,0.028543913,0.02970969,0.031382403,2.205429475,-0.511554402,2.263980361,0.095208039,lw:mw,90,0,143,0.0,28,0,63,0.0,62,0,80,0.0,2467.0,1257.0,1210.0,0.0,0.0,0.0,,,
Yasuhikotakia_modesta_P_25,6,Yasuhikotakia_modesta_P_25_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,6,98697,22.052780813,0.550296167,0.554284814,0.511504983,0.55239806,-0.083393481,-0.442451998,0.450242427,0.040139088,mw:sw,4229,0,16,0.0,1996,0,2,0.0,2233,0,14,0.0,0.0,0.0,0.0,195231.0,97680.0,97551.0,,,
Yasuhikotakia_modesta_P_26,1,Yasuhikotakia_modesta_P_26_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,114083,32.22192095,0.29316299,0.236345238,0.19422837,0.263221782,2.487646432,-1.991628591,3.186686243,0.202988046,lw:sw,224432,3708,50,3088.0,112499,1567,4,1365.0,111933,2141,46,1723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yasuhikotakia_modesta_P_26,2,Yasuhikotakia_modesta_P_26_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,85924,24.268614392,0.417264462,0.321065346,0.247260326,0.366570487,3.026207124,-2.554385924,3.960153659,0.255828134,lw:sw,3708,168056,2907,139.0,1567,84526,932,38.0,2141,83530,1975,101.0,79.0,46.0,33.0,2.0,2.0,0.0,0.0,0.0,0.0
Yasuhikotakia_modesta_P_26,3,Yasuhikotakia_modesta_P_26_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,42020,11.868246087,0.622888399,0.481349136,0.367075037,0.548301562,2.976542631,-2.595148203,3.948999902,0.258406879,lw:sw,50,2907,82470,25.0,4,932,41524,19.0,46,1975,40946,6.0,31.0,4.0,27.0,2.0,0.0,2.0,0.0,0.0,0.0
Yasuhikotakia_modesta_P_26,4,Yasuhikotakia_modesta_P_26_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,4,111127,31.387020059,0.196684784,0.162223368,0.137523241,0.178524675,2.224292639,-1.720425072,2.811999319,0.177020113,lw:sw,3088,139,25,219728.0,1365,38,19,110264.0,1723,101,6,109464.0,20.0,9.0,11.0,4.0,3.0,1.0,0.0,0.0,0.0
Yasuhikotakia_modesta_P_26,5,Yasuhikotakia_modesta_P_26_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,5,116,0.032763364,0.065785897,0.049509231,0.043867151,0.057205996,3.282215229,-1.819399555,3.75275253,0.199891811,lw:sw,0,79,31,20.0,0,46,4,9.0,0,33,27,11.0,107.0,60.0,47.0,113.0,52.0,61.0,7.0,1.0,6.0
Yasuhikotakia_modesta_P_26,6,Yasuhikotakia_modesta_P_26_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,6,86,0.02429008,0.043168772,0.032227992,0.03069399,0.037400497,3.375002992,-1.427569364,3.664505354,0.168891353,lw:sw,0,2,2,4.0,0,2,0,3.0,0,0,2,1.0,113.0,52.0,61.0,57.0,32.0,25.0,109.0,51.0,58.0
Yasuhikotakia_modesta_P_26,7,Yasuhikotakia_modesta_P_26_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,7,698,0.197145068,0.026366976,0.01913181,0.02067335,0.022551191,3.703840251,-0.798954182,3.78903159,0.159018881,lw:mw,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,7.0,1.0,6.0,109.0,51.0,58.0,1338.0,672.0,666.0
Yasuhikotakia_modesta_P_27,1,Yasuhikotakia_modesta_P_27_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,166405,47.671500519,0.479980263,0.425452688,0.36980014,0.451245908,1.392476538,-1.292576433,1.899932826,0.129657171,lw:sw,329355,6079,65,122.0,164971,2573,30,74.0,164384,3506,35,48.0,83.0,40.0,43.0,,,,,,
Yasuhikotakia_modesta_P_27,2,Yasuhikotakia_modesta_P_27_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,173338,49.657657864,0.305088409,0.278799323,0.251017697,0.291234868,1.04049982,-0.967104826,1.4205392,0.097230926,lw:sw,6079,342190,917,0.0,2573,171690,336,0.0,3506,170500,581,0.0,15.0,7.0,8.0,,,,,,
Yasuhikotakia_modesta_P_27,3,Yasuhikotakia_modesta_P_27_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,7729,2.21419445,0.164185832,0.140252472,0.126347313,0.151573664,1.819297041,-1.227302817,2.194564633,0.130238218,lw:sw,65,917,14544,0.0,30,336,7408,0.0,35,581,7136,0.0,71.0,35.0,36.0,,,,,,
Yasuhikotakia_modesta_P_27,4,Yasuhikotakia_modesta_P_27_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,4,642,0.183919373,1.135141863,0.838756272,0.596476435,0.978955775,3.494062407,-3.179558053,4.724199564,0.311076309,lw:sw,122,0,0,1223.0,74,0,0,605.0,48,0,0,618.0,0.0,0.0,0.0,,,,,,
Yasuhikotakia_modesta_P_27,5,Yasuhikotakia_modesta_P_27_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,5,952,0.272727794,0.051971043,0.043924844,0.046000688,0.047729865,1.942295252,-0.386515118,1.980379959,0.083905575,lw:mw,83,15,71,0.0,40,7,35,0.0,43,8,36,0.0,1810.0,908.0,902.0,,,,,,
Yasuhikotakia_modesta_P_28,1,Yasuhikotakia_modesta_P_28_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,326157,77.579772368,0.339650463,0.27727647,0.233630605,0.306781284,2.342924813,-1.796260577,2.952261631,0.184935217,lw:sw,648193,4364,1539,69.0,324761,1688,459,17.0,323432,2676,1080,52.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Yasuhikotakia_modesta_P_28,2,Yasuhikotakia_modesta_P_28_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,76622,18.225324977,0.638474999,0.515498416,0.424982781,0.573670123,2.470477824,-1.967224873,3.158042809,0.200752886,lw:sw,4364,150804,21,281.0,1688,75661,13,144.0,2676,75143,8,137.0,17.0,13.0,4.0,30.0,19.0,11.0,0.0,0.0,0.0
Yasuhikotakia_modesta_P_28,3,Yasuhikotakia_modesta_P_28_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,13624,3.240607495,0.148952655,0.117272558,0.097884634,0.132258088,2.761226709,-1.993077077,3.405397066,0.206889412,lw:sw,1539,21,25793,75.0,459,13,13243,30.0,1080,8,12550,45.0,0.0,0.0,0.0,80.0,41.0,39.0,40.0,17.0,23.0
Yasuhikotakia_modesta_P_28,4,Yasuhikotakia_modesta_P_28_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,4,2296,0.546127041,1.137791593,0.843403475,0.608721614,0.982658033,3.457183995,-3.080380441,4.630428149,0.302929275,lw:sw,69,281,75,4285.0,17,144,30,2160.0,52,137,45,2125.0,187.0,81.0,106.0,2.0,0.0,2.0,0.0,0.0,0.0
Yasuhikotakia_modesta_P_28,5,Yasuhikotakia_modesta_P_28_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,5,1019,0.242379554,1.66459786,1.195501055,0.81613337,1.417398278,3.822293122,-3.53004649,5.202994612,0.342021933,lw:sw,0,17,0,187.0,0,13,0,81.0,0,4,0,106.0,1936.0,972.0,964.0,0.0,0.0,0.0,0.0,0.0,0.0
Yasuhikotakia_modesta_P_28,6,Yasuhikotakia_modesta_P_28_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,6,113,0.026878204,0.073085184,0.056821635,0.054462217,0.064511215,2.906498176,-1.231809743,3.156752587,0.146008202,lw:sw,2,30,80,2.0,1,19,41,0.0,1,11,39,2.0,0.0,0.0,0.0,122.0,57.0,65.0,94.0,51.0,43.0
Yasuhikotakia_modesta_P_28,7,Yasuhikotakia_modesta_P_28_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,7,584,0.138910362,0.039152636,0.030492768,0.033496331,0.034584923,2.886518303,-0.426033204,2.917788924,0.12434228,lw:mw,0,0,40,0.0,0,0,17,0.0,0,0,23,0.0,0.0,0.0,0.0,94.0,51.0,43.0,1101.0,550.0,551.0
