Name, ,Image,Pass,ClusterID,lw_mean,lw_sd,mw_mean,mw_sd,sw_mean,sw_sd,lum_mean,lum_sd,Area,Coverage (pc),RNL X,RNL Y,RNL Saturation,Dmax Chromaticity,Dmax channel
Botia_lohachata_C_13,1,Botia_lohachata_C_13_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.123149377,0.022597259,0.100852935,0.019891854,0.086063905,0.017366323,0.111399588,0.021021544,152201,25.669692993,2.306352405,-1.709465266,2.870807014,0.177261557,lw:sw
Botia_lohachata_C_13,2,Botia_lohachata_C_13_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.230040549,0.042958988,0.197360616,0.038588035,0.170361495,0.035379532,0.212819222,0.040490339,314847,53.10100174,1.769278088,-1.460595425,2.294271986,0.149047824,lw:sw
Botia_lohachata_C_13,3,Botia_lohachata_C_13_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.392548414,0.064651617,0.339211307,0.054277138,0.288218844,0.046365505,0.364441399,0.058903941,124030,20.918470383,1.68629664,-1.525066543,2.273636805,0.153252919,lw:sw
Botia_lohachata_C_13,4,Botia_lohachata_C_13_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,4,0.052507791,0.012607346,0.041077037,0.013066524,0.038876637,0.012045601,0.046477681,0.01278506,983,0.165789366,2.834950081,-1.281705962,3.111223575,0.149162764,lw:sw
Botia_lohachata_C_13,5,Botia_lohachata_C_13_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,5,0.031487531,0.002904326,0.019552575,0.002287622,0.019850546,0.002117018,0.025186473,0.002541354,860,0.145044625,5.502005471,-1.77275658,5.78054756,0.233834845,lw:mw
Botia_lohachata_C_14,1,Botia_lohachata_C_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.112766157,0.018962312,0.093708199,0.016773942,0.082552493,0.014669896,0.102722896,0.017712494,45058,26.849004745,2.137717447,-1.465944996,2.592070719,0.154689089,lw:sw
Botia_lohachata_C_14,2,Botia_lohachata_C_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.046206819,0.009420837,0.035304583,0.007367375,0.03569224,0.005301823,0.040453256,0.008310381,532,0.31700632,3.10748754,-0.987302046,3.260558869,0.133751053,lw:mw
Botia_lohachata_C_14,3,Botia_lohachata_C_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.178692098,0.020838499,0.151781951,0.018476221,0.133817906,0.018470735,0.164511143,0.019357629,19418,11.570730209,1.884705514,-1.375740848,2.333404756,0.143592816,lw:sw
Botia_lohachata_C_14,4,Botia_lohachata_C_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,4,0.313382247,0.076505269,0.267881715,0.063784548,0.231556589,0.052348109,0.289404856,0.06964087,98579,58.740913391,1.811484562,-1.46673658,2.330835153,0.150155674,lw:sw
Botia_lohachata_C_14,5,Botia_lohachata_C_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,5,0.070166287,0.009035792,0.056529703,0.008240547,0.052955807,0.007885154,0.062978443,0.008512543,3992,2.378739119,2.495343871,-1.226892417,2.780648493,0.139783848,lw:sw
Botia_lohachata_C_14,6,Botia_lohachata_C_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,6,0.034817084,0.00243914,0.026023709,0.002172797,0.027152663,0.002052876,0.030173218,0.002244838,241,0.143606246,3.361357006,-0.888332501,3.476759347,0.144530915,lw:mw
Botia_lohachata_C_4,1,Botia_lohachata_C_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.313638799,0.043043905,0.266080745,0.038082426,0.230454536,0.034627272,0.288577159,0.040166256,141937,34.263526917,1.89882694,-1.484712221,2.410376346,0.152886018,lw:sw
Botia_lohachata_C_4,2,Botia_lohachata_C_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.542359669,0.129099727,0.45928364,0.105882097,0.389512026,0.089920156,0.498581158,0.116618584,168751,40.736412048,1.919833623,-1.615032551,2.508802759,0.164022198,lw:sw
Botia_lohachata_C_4,3,Botia_lohachata_C_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.20190322,0.028941485,0.168261767,0.02505617,0.147208851,0.021771325,0.184175148,0.026713806,84438,20.383295059,2.104658049,-1.495294186,2.581761067,0.156667079,lw:sw
Botia_lohachata_C_4,4,Botia_lohachata_C_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,4,0.122200357,0.021655314,0.101602512,0.018127073,0.093435645,0.014695156,0.111345071,0.019612661,17136,4.136622429,2.131518195,-1.212135476,2.452068969,0.13339476,lw:sw
Botia_lohachata_C_4,5,Botia_lohachata_C_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,5,0.05186295,0.01110488,0.038546937,0.0096559,0.039067988,0.007656253,0.044829947,0.010241281,1989,0.480143666,3.426341956,-1.080487485,3.592669259,0.14728492,lw:mw
Botia_lohachata_C_5,1,Botia_lohachata_C_5_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.304932234,0.050393979,0.256067682,0.043011995,0.220155311,0.037421467,0.279182116,0.046336492,128648,50.069667816,2.016671691,-1.567721796,2.55435243,0.16145293,lw:sw
Botia_lohachata_C_5,2,Botia_lohachata_C_5_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.500078826,0.108151681,0.419135274,0.090439841,0.356584839,0.079430489,0.457424064,0.098605237,101767,39.607608795,2.038891114,-1.6368426,2.61463777,0.167503295,lw:sw
Botia_lohachata_C_5,3,Botia_lohachata_C_5_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.136949527,0.033533022,0.111829762,0.028806523,0.0992982,0.024885105,0.12371211,0.030849818,23475,9.136445045,2.339839024,-1.488026438,2.772917117,0.159372227,lw:sw
Botia_lohachata_C_5,4,Botia_lohachata_C_5_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,4,0.057323188,0.011915056,0.045884095,0.011053774,0.045687873,0.011212365,0.051293861,0.011346384,2927,1.139185309,2.570225923,-0.894645698,2.721479785,0.112952091,lw:sw
Botia_lohachata_C_5,5,Botia_lohachata_C_5_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,5,0.034025668,0.000752048,0.025808472,0.000340568,0.027413541,0.000438553,0.029692029,0.000479795,121,0.047093075,3.191755748,-0.72625732,3.273339953,0.137332909,lw:mw
Botia_lohachata_C_6,1,Botia_lohachata_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.053138991,0.007750723,0.040795106,0.006551744,0.040140465,0.005717301,0.046625523,0.007062755,1084,0.298332483,3.052456829,-1.12747106,3.254025766,0.139350366,lw:sw
Botia_lohachata_C_6,2,Botia_lohachata_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.227887906,0.03669965,0.187584691,0.030943413,0.161389216,0.026755552,0.206649306,0.033467042,83733,23.044532776,2.247332281,-1.64167204,2.783089914,0.170826095,lw:sw
Botia_lohachata_C_6,3,Botia_lohachata_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.107970189,0.025099118,0.090328407,0.021884245,0.083640577,0.018458731,0.098672127,0.023317298,15492,4.263622284,2.060035518,-1.147683074,2.358160888,0.126974142,lw:sw
Botia_lohachata_C_6,4,Botia_lohachata_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,4,0.348702347,0.043487532,0.287108657,0.035169345,0.241506261,0.029756752,0.316244362,0.038736493,144486,39.764636993,2.244266574,-1.772795351,2.859988779,0.181624065,lw:sw
Botia_lohachata_C_6,5,Botia_lohachata_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,5,0.462423468,0.032062906,0.381264623,0.027840737,0.317134994,0.030198647,0.419655253,0.028790572,59498,16.374710083,2.228440657,-1.833075466,2.88550055,0.186372775,lw:sw
Botia_lohachata_C_6,6,Botia_lohachata_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,6,0.667683569,0.1105854,0.550882948,0.089702717,0.459925576,0.079842032,0.606133236,0.099047526,57127,15.722176552,2.220411089,-1.80862811,2.863801851,0.18424646,lw:sw
Botia_lohachata_C_6,7,Botia_lohachata_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,7,0.040132478,0.004898595,0.028273504,0.004777972,0.029287325,0.004082052,0.033868125,0.004703074,1933,0.531989574,4.044489622,-1.161852664,4.20806344,0.173361659,lw:mw
Botia_lohachata_C_7,1,Botia_lohachata_C_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.100223412,0.013511948,0.081274904,0.011745446,0.074270228,0.010738185,0.090237943,0.012418007,127177,27.239877701,2.419858259,-1.346786402,2.769394809,0.148734267,lw:sw
Botia_lohachata_C_7,2,Botia_lohachata_C_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.160423857,0.029932699,0.132679547,0.024986011,0.117072491,0.022048988,0.145803448,0.027138539,247639,53.041481018,2.192589683,-1.47508719,2.642599428,0.156223195,lw:sw
Botia_lohachata_C_7,3,Botia_lohachata_C_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.273782039,0.05108438,0.227674171,0.044390834,0.194984072,0.038786873,0.249484608,0.047298347,91004,19.49202919,2.129475176,-1.628673702,2.680903309,0.168096552,lw:sw
Botia_lohachata_C_7,4,Botia_lohachata_C_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,4,0.039394774,0.005884495,0.02826049,0.005656801,0.028233508,0.005317092,0.033518944,0.005648063,1058,0.226611659,3.835575546,-1.303210365,4.050925453,0.165038437,lw:sw
Botia_lohachata_C_8,1,Botia_lohachata_C_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_t1_WeberFiltered_itr5_rad5_fall3,20,1,0.191841641,0.040520777,0.159813763,0.03522891,0.143216026,0.031703837,0.174963886,0.037602201,86107,21.690458298,2.10920202,-1.356117362,2.507546103,0.145126107,lw:sw
Botia_lohachata_C_8,2,Botia_lohachata_C_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_t1_WeberFiltered_itr5_rad5_fall3,20,2,0.335609384,0.055471217,0.282679606,0.046073517,0.249511989,0.039928362,0.307717018,0.050313799,219945,55.404415131,1.98186926,-1.40182765,2.427535072,0.147144506,lw:sw
Botia_lohachata_C_8,3,Botia_lohachata_C_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_t1_WeberFiltered_itr5_rad5_fall3,20,3,0.575548529,0.095306685,0.477301066,0.078057315,0.407966669,0.066821559,0.523775139,0.085963407,83341,20.993700027,2.161337164,-1.650963414,2.719753395,0.170390717,lw:sw
Botia_lohachata_C_8,4,Botia_lohachata_C_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_t1_WeberFiltered_itr5_rad5_fall3,20,4,0.084037804,0.013074543,0.066272437,0.012369765,0.062256137,0.01190376,0.074675099,0.012584657,4628,1.165798903,2.742346644,-1.294098208,3.032351445,0.148889741,lw:sw
Botia_lohachata_C_8,5,Botia_lohachata_C_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_t1_WeberFiltered_itr5_rad5_fall3,20,5,0.048089436,0.009560577,0.035796645,0.007458937,0.034990823,0.006960609,0.041607003,0.008344609,2960,0.745627642,3.408794374,-1.286646133,3.643533636,0.157662162,lw:sw
Botia_lohachata_P_1,1,Botia_lohachata_P_1_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.258591407,0.033741858,0.221434161,0.030140134,0.196597939,0.029016713,0.23901068,0.031638559,120894,32.65102005,1.791228343,-1.303095759,2.215075063,0.136192703,lw:sw
Botia_lohachata_P_1,2,Botia_lohachata_P_1_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.4756171,0.140763239,0.40954923,0.118435492,0.35828076,0.102955643,0.440801366,0.128807158,167076,45.123844147,1.726935014,-1.367926447,2.203072243,0.140708288,lw:sw
Botia_lohachata_P_1,3,Botia_lohachata_P_1_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.16243617,0.026474004,0.135324013,0.022918799,0.11942731,0.020540453,0.14814885,0.02444457,79886,21.575592041,2.108648227,-1.445637883,2.556612257,0.152587559,lw:sw
Botia_lohachata_P_1,4,Botia_lohachata_P_1_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,4,0.071456703,0.012985805,0.05953661,0.012797005,0.057932987,0.011823409,0.065171751,0.012852693,1155,0.31194213,2.107345469,-0.872933759,2.280990635,0.10451927,lw:sw
Botia_lohachata_P_1,5,Botia_lohachata_P_1_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,5,0.042786381,0.00761196,0.033572148,0.007484473,0.033497684,0.007334313,0.037923768,0.007492244,1250,0.337599695,2.800432861,-0.960425702,2.96054754,0.121764577,lw:sw
Botia_lohachata_P_10,1,Botia_lohachata_P_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.367629243,0.083819257,0.306649222,0.070500514,0.267500887,0.060922317,0.335494644,0.07660258,429378,77.384506226,2.094298861,-1.508859346,2.581229212,0.157650142,lw:sw
Botia_lohachata_P_10,2,Botia_lohachata_P_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.638755278,0.111813525,0.534117936,0.091584838,0.46261016,0.084007349,0.583614619,0.100531016,122738,22.120414734,2.065827169,-1.541126485,2.577346064,0.159933399,lw:sw
Botia_lohachata_P_10,3,Botia_lohachata_P_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.073018016,0.019707405,0.062357159,0.018507245,0.060570339,0.016086932,0.067396227,0.019031182,832,0.149946928,1.822449202,-0.786914725,1.985083343,0.093179356,lw:sw
Botia_lohachata_P_10,4,Botia_lohachata_P_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,4,0.116483282,0.013122872,0.100549135,0.011957675,0.095562184,0.013126977,0.108085601,0.012357343,1698,0.306021482,1.698589666,-0.872732483,1.90967768,0.098663263,lw:sw
Botia_lohachata_P_10,5,Botia_lohachata_P_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,5,0.037526457,0.004196123,0.02972253,0.003309384,0.029079163,0.00317183,0.033405704,0.003727093,217,0.039108753,2.692095982,-1.038994965,2.885635339,0.126825552,lw:sw
Botia_lohachata_P_11,1,Botia_lohachata_P_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,1,0.248591132,0.044226501,0.205089885,0.03734333,0.175456971,0.032296387,0.22566726,0.040390512,69898,15.467205048,2.221209543,-1.665901267,2.776508394,0.172466661,lw:sw
Botia_lohachata_P_11,2,Botia_lohachata_P_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,2,0.096710097,0.021372395,0.082759266,0.018861571,0.080611272,0.015571762,0.089355195,0.020042788,207,0.04580548,1.798825185,-0.762657662,1.953821577,0.090788974,lw:sw
Botia_lohachata_P_11,3,Botia_lohachata_P_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,3,0.359945407,0.031437796,0.298059738,0.026979072,0.250617796,0.027640396,0.327333559,0.02867162,93817,20.760061264,2.17845399,-1.752871468,2.79610804,0.179060269,lw:sw
Botia_lohachata_P_11,4,Botia_lohachata_P_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,4,0.492239664,0.055060106,0.408195758,0.0439475,0.341804454,0.038190087,0.447951111,0.048896844,157587,34.871246338,2.16183102,-1.771525853,2.794962828,0.180368408,lw:sw
Botia_lohachata_P_11,5,Botia_lohachata_P_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,5,0.827639965,0.175512574,0.673949013,0.138923813,0.563167808,0.12056358,0.746649563,0.155849491,127130,28.131645203,2.372044606,-1.854765651,3.011104653,0.190157233,lw:sw
Botia_lohachata_P_11,6,Botia_lohachata_P_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,6,0.043043272,0.007490012,0.033386209,0.006478111,0.032974934,0.00628873,0.037946842,0.006882272,1995,0.441458613,2.933686095,-1.065128082,3.121059425,0.13244641,lw:sw
Botia_lohachata_P_11,7,Botia_lohachata_P_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,20,7,0.05763426,0.01129686,0.045590644,0.009670631,0.041450063,0.008165863,0.051282744,0.010404353,1277,0.282577753,2.706804626,-1.473666097,3.081960909,0.163337614,lw:sw
