Name, ,Image,Col mean,Col sd,Col CoV,Col skew,Col kurtosis,Lum mean,Lum sd,Lum CoV,Lum skew,Lum kurtosis,Col mean hrz,Col sd hrz,Col CoV hrz,Col skew hrz,Col kurtosis hrz,Col mean vrt,Col sd vrt,Col CoV vrt,Col skew vrt,Col kurtosis vrt,Lum mean hrz,Lum sd hrz,Lum CoV hrz,Lum skew hrz,Lum kurtosis hrz,Lum mean vrt,Lum sd vrt,Lum CoV vrt,Lum skew vrt,Lum kurtosis vrt,Transform,Col thresh,Lum thresh
Botia_lohachata_C_10,1,Botia_lohachata_C_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,0.083911215,0.138172739,1.646654015,4.080352636,37.078308463,0.301617357,0.615692786,2.04130423,7.819120038,114.645709796,0.040956813,0.085413635,2.085456106,5.877202601,68.816036132,0.045068076,0.098679662,2.189568977,6.69454934,85.204548177,0.131411753,0.331044773,2.519141289,12.286775164,300.670466699,0.170906415,0.458285353,2.681498834,12.010804096,239.26777841,none,0,0
Botia_lohachata_C_11,1,Botia_lohachata_C_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,0.079218019,0.136066065,1.717615104,4.749491885,49.657057514,0.482543173,0.909050262,1.883873428,4.710403523,44.46070153,0.038170251,0.078878383,2.066488451,6.782208935,96.248175272,0.043177046,0.098623957,2.28417567,8.023959493,118.800320336,0.212944138,0.493948534,2.319615547,8.057818905,143.081146571,0.270306814,0.659364413,2.439318507,7.463142747,92.893666248,none,0,0
Botia_lohachata_C_12,1,Botia_lohachata_C_12_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,0.078365617,0.122584091,1.564258608,2.920084616,19.531263748,0.315333555,0.600020138,1.902810937,5.950260893,84.943161375,0.038336362,0.078698401,2.052839593,5.305771322,53.645699749,0.042045119,0.083476857,1.985411387,4.406152132,36.270617982,0.138093779,0.349687283,2.532245006,11.779641222,320.534879749,0.177914364,0.417540354,2.346861403,7.897354472,133.460071296,none,0,0
Botia_lohachata_C_13,1,Botia_lohachata_C_13_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,0.100077616,0.163442026,1.633152676,3.827256269,43.556405873,0.421917959,0.752174596,1.782750839,4.064826925,41.204751536,0.048389804,0.099399509,2.054141611,5.757391383,81.163443493,0.054108544,0.113693372,2.101209235,6.585305864,110.629507769,0.183980845,0.413811315,2.249208685,7.215267815,131.547816305,0.238776803,0.534738962,2.239492934,6.306662068,83.566369872,none,0,0
Botia_lohachata_C_14,1,Botia_lohachata_C_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,0.094833058,0.145327177,1.532452709,3.080140433,19.669721291,0.584680325,1.057724557,1.809064734,3.724076269,25.543541416,0.048725581,0.09486494,1.946922678,5.147731847,47.822626197,0.048546555,0.094455032,1.945658813,4.836503025,41.544244716,0.294454605,0.68212577,2.316573621,6.013549888,61.553078538,0.291128537,0.651668262,2.238421109,6.106125294,64.047608413,none,0,0
Botia_lohachata_C_4,1,Botia_lohachata_C_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,0.082581743,0.130274108,1.577517054,3.54938814,29.219356135,0.430643061,0.756381431,1.756399904,4.411406459,44.977160018,0.041479569,0.082001883,1.976922252,5.657581081,64.80961349,0.043250044,0.08802278,2.035206705,5.746229568,64.310328032,0.200237463,0.438447437,2.189637396,7.277505715,120.43926262,0.231123607,0.509702246,2.205323176,7.060731066,101.926352975,none,0,0
Botia_lohachata_C_5,1,Botia_lohachata_C_5_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,0.063008246,0.105038864,1.667065351,5.075137463,61.79518707,0.369715763,0.691760077,1.871059195,6.552637198,102.232544646,0.030533601,0.066911371,2.191401225,10.132553329,217.400049166,0.034133144,0.070125953,2.054482701,6.276527982,83.005334675,0.159346084,0.39646996,2.488106072,13.180283623,385.267500963,0.21117612,0.47940732,2.270177704,8.527283063,161.882364813,none,0,0
Botia_lohachata_C_6,1,Botia_lohachata_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,0.07616048,0.133772147,1.756450942,5.600880954,72.210205311,0.407835744,0.796061219,1.951916255,6.060363241,75.00932737,0.037723188,0.080908039,2.144782646,7.98260724,137.13171488,0.040408714,0.093092157,2.303764421,9.058769575,163.113162813,0.185907325,0.44359695,2.386118731,10.285399605,236.416915165,0.222599366,0.563206129,2.530133574,9.533314711,156.839686328,none,0,0
Botia_lohachata_C_7,1,Botia_lohachata_C_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_FishOutline_WeberFiltered_itr5_rad5_fall3,0.105236706,0.165158143,1.569396744,2.893703367,18.066540531,0.366623882,0.695951518,1.898271094,5.086990809,53.394776909,0.051565087,0.105140138,2.038979156,4.797735385,41.146303129,0.05624101,0.115271308,2.049595271,4.587688548,37.685875066,0.163622076,0.401828412,2.455832496,8.669360449,155.434797173,0.203963153,0.49782614,2.440765075,7.565882475,105.061396485,none,0,0
Botia_lohachata_C_8,1,Botia_lohachata_C_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist100_t1_WeberFiltered_itr5_rad5_fall3,0.066589544,0.109756368,1.648252279,4.600886846,50.507755859,0.345046164,0.683857755,1.981931188,7.418793995,107.84144298,0.031652836,0.066310217,2.094921796,8.095412095,147.865292877,0.036707623,0.077090563,2.100124071,6.598015506,86.449687972,0.140747888,0.362109562,2.572753076,13.940407838,374.829245766,0.204919779,0.507909838,2.478578888,10.673635273,202.012958951,none,0,0
