FullClipName,ClipName,mean_direction,mean_magnitude,real_direction
bg_Yasuhikotakia_modesta_P_4_2_L,Yasuhikotakia_modesta_P_4_2,65.79130641388134,0.006450455490697247,90
bg_Yasuhikotakia_modesta_P_5_1_L,Yasuhikotakia_modesta_P_5_1,69.66506308620907,3.28309500145073e-4,90
bg_Yasuhikotakia_modesta_P_5_2_L,Yasuhikotakia_modesta_P_5_2,96.39746344193823,4.4777900305938406e-4,90
bg_Yasuhikotakia_modesta_P_5_3_L,Yasuhikotakia_modesta_P_5_3,88.65520904562028,5.904890675281826e-4,90
bg_Yasuhikotakia_modesta_P_5_4_L,Yasuhikotakia_modesta_P_5_4,96.30183136703563,3.808131127642393e-4,90
bg_Yasuhikotakia_modesta_P_6_1_L,Yasuhikotakia_modesta_P_6_1,290.04622125006506,0.003392979354409027,270
bg_Yasuhikotakia_modesta_P_6_2_L,Yasuhikotakia_modesta_P_6_2,83.94569393861886,0.0013591286296097869,90
bg_Yasuhikotakia_modesta_P_6_3_L,Yasuhikotakia_modesta_P_6_3,90.31750312482276,0.0013373641524981538,90
bg_Yasuhikotakia_modesta_P_6_4_L,Yasuhikotakia_modesta_P_6_4,278.1429278299214,9.318729717606262e-4,270
bg_Yasuhikotakia_modesta_P_7_1_L,Yasuhikotakia_modesta_P_7_1,86.35829388232757,0.004605714096525412,90
bg_Yasuhikotakia_modesta_P_7_2_L,Yasuhikotakia_modesta_P_7_2,280.8254037673337,0.007177857180940307,270
bg_Yasuhikotakia_modesta_P_7_3_L,Yasuhikotakia_modesta_P_7_3,82.28622185024494,0.00485737246879048,90
bg_Yasuhikotakia_modesta_P_7_4_L,Yasuhikotakia_modesta_P_7_4,278.83147467796323,0.005402184435329492,270
bg_Yasuhikotakia_modesta_P_8_1_L,Yasuhikotakia_modesta_P_8_1,294.24951073773013,0.0035051450424376145,270
bg_Yasuhikotakia_modesta_P_8_2_L,Yasuhikotakia_modesta_P_8_2,299.72502906368237,0.00396442419412361,270
bg_Yasuhikotakia_modesta_P_8_3_L,Yasuhikotakia_modesta_P_8_3,52.40373408745419,0.0026157550786313367,90
bg_Yasuhikotakia_modesta_P_8_4_L,Yasuhikotakia_modesta_P_8_4,300.4294664889966,0.004252734629275792,270
bg_Yasuhikotakia_modesta_P_8_5_L,Yasuhikotakia_modesta_P_8_5,56.4391799250816,0.002427248616500131,90
bg_Yasuhikotakia_modesta_P_9_1a_L,Yasuhikotakia_modesta_P_9_1a,279.2254354539673,7.688505383798902e-4,270
