"TrialName","Species","Individual","test","expTreatment","CAA:Asp","VCA:CVL","Lum mean","PC1"
"Yasuhikotakia_modesta_C_9","Yasuhikotakia_modesta",9,"bg_Merged_clips_sum","control",0.65552571,0.31379735,0.717189084,0.13625029792002
"Yasuhikotakia_modesta_P_10","Yasuhikotakia_modesta",10,"bg_Merged_clips_sum","predator",0.708290752,0.270182168,0.131910118,0.15011541412803
"Yasuhikotakia_modesta_P_10","Yasuhikotakia_modesta",10,"bg_Merged_clips_sum","predator",0.694555658,0.295166498,0.151339745,0.16759316654354
"Yasuhikotakia_modesta_P_10","Yasuhikotakia_modesta",10,"bg_Merged_clips_sum","predator",0.656013836,0.2976366,0.178629507,0.16990386177729
"Yasuhikotakia_modesta_P_1","Yasuhikotakia_modesta",1,"bg_Merged_clips_sum","predator",0.6509993185,0.3725352145,0.207880247,0.20744745132215
"Yasuhikotakia_modesta_P_1","Yasuhikotakia_modesta",1,"bg_Merged_clips_sum","predator",0.6512344395,0.3910575955,0.2215441995,0.228222856251575
"Yasuhikotakia_modesta_P_2","Yasuhikotakia_modesta",2,"bg_Merged_clips_sum","predator",0.608899225,0.352878707,0.1906536775,0.23688892872905
"Yasuhikotakia_modesta_P_3","Yasuhikotakia_modesta",3,"bg_Merged_clips_sum","predator",0.763895308,0.297894444,0.181162724,0.1941976800776
"Yasuhikotakia_modesta_P_3","Yasuhikotakia_modesta",3,"bg_Merged_clips_sum","predator",0.75177138,0.335877719,0.253579571,0.199002363249855
"Yasuhikotakia_modesta_P_3","Yasuhikotakia_modesta",3,"bg_Merged_clips_sum","predator",0.709152284,0.4291244735,0.2138836855,0.252676216347235
"Yasuhikotakia_modesta_P_3","Yasuhikotakia_modesta",3,"bg_Merged_clips_sum","predator",0.702772794,0.377401889,0.2550922115,0.23901182806702
"Yasuhikotakia_modesta_P_4","Yasuhikotakia_modesta",4,"bg_Merged_clips_sum","predator",0.68629654,0.351543782,0.235112344,0.21276755089487
"Yasuhikotakia_modesta_P_4","Yasuhikotakia_modesta",4,"bg_Merged_clips_sum","predator",0.734399961,0.381612015,0.229434302,0.21783764323647
"Yasuhikotakia_modesta_P_5","Yasuhikotakia_modesta",5,"bg_Merged_clips_sum","predator",0.74230103,0.195311977,0.107039238,0.15035962750544
"Yasuhikotakia_modesta_P_5","Yasuhikotakia_modesta",5,"bg_Merged_clips_sum","predator",0.769182563,0.203752385,0.147379764,0.16924199019317
"Yasuhikotakia_modesta_P_5","Yasuhikotakia_modesta",5,"bg_Merged_clips_sum","predator",0.708506232,0.218604295,0.100105753,0.15924235816804
"Yasuhikotakia_modesta_P_5","Yasuhikotakia_modesta",5,"bg_Merged_clips_sum","predator",0.734725607,0.259837156,0.122323347,0.17476143799755
"Yasuhikotakia_modesta_P_6","Yasuhikotakia_modesta",6,"bg_Merged_clips_sum","predator",0.74319218,0.273164484,0.087473132,0.22723779759675
"Yasuhikotakia_modesta_P_6","Yasuhikotakia_modesta",6,"bg_Merged_clips_sum","predator",0.743407177,0.303714492,0.150824149,0.18497279135856
"Yasuhikotakia_modesta_P_6","Yasuhikotakia_modesta",6,"bg_Merged_clips_sum","predator",0.613602146,0.291932918,0.142191767,0.1879191704046
"Yasuhikotakia_modesta_P_6","Yasuhikotakia_modesta",6,"bg_Merged_clips_sum","predator",0.638223951,0.339472867,0.174730041,0.175332525856
"Yasuhikotakia_modesta_P_7","Yasuhikotakia_modesta",7,"bg_Merged_clips_sum","predator",0.666082276,0.343523945,0.163137488,0.14359299773848
"Yasuhikotakia_modesta_P_7","Yasuhikotakia_modesta",7,"bg_Merged_clips_sum","predator",0.742618489,0.355830075,0.181033396,0.20476184212687
"Yasuhikotakia_modesta_P_7","Yasuhikotakia_modesta",7,"bg_Merged_clips_sum","predator",0.737769679,0.424485346,0.226356747,0.25786067934543
"Yasuhikotakia_modesta_P_7","Yasuhikotakia_modesta",7,"bg_Merged_clips_sum","predator",0.718416191,0.374751398,0.225618382,0.20556220129761
"Yasuhikotakia_modesta_P_8","Yasuhikotakia_modesta",8,"bg_Merged_clips_sum","predator",0.741386265,0.36423419,0.179684621,0.2173691433894
"Yasuhikotakia_modesta_P_8","Yasuhikotakia_modesta",8,"bg_Merged_clips_sum","predator",0.744615611,0.350930614,0.141648976,0.2107305267084
"Yasuhikotakia_modesta_P_8","Yasuhikotakia_modesta",8,"bg_Merged_clips_sum","predator",0.709631822,0.358117804,0.305941477,0.18564240848358
"Yasuhikotakia_modesta_P_8","Yasuhikotakia_modesta",8,"bg_Merged_clips_sum","predator",0.742683498,0.374563457,0.17796447,0.25548565386691
"Yasuhikotakia_modesta_P_8","Yasuhikotakia_modesta",8,"bg_Merged_clips_sum","predator",0.69112563,0.286298206,0.12676377,0.16912949995333
"Yasuhikotakia_modesta_P_9","Yasuhikotakia_modesta",9,"bg_Merged_clips_sum","predator",0.687326096,0.275583461,0.130289749,0.22122571949288
"Yasuhikotakia_modesta_P_9","Yasuhikotakia_modesta",9,"bg_Merged_clips_sum","predator",0.704646789,0.243712084,0.131565588,0.27964687046874
"Yasuhikotakia_modesta_P_9","Yasuhikotakia_modesta",9,"bg_Merged_clips_sum","predator",0.663139453,0.273477067,0.151989385,0.16886492558559
