Name,Cluster ID,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
Botia_lohachata_C_10,1,4,16240,4060.0,64.459792014,466.735074997,94.541064739,33.862875223,90.005402245,0.405000571,0.729993686,137.398850441,140.25,19.25,129.335015774,40.37493825
Botia_lohachata_C_10,2,2,14991,7495.5,59.502262443,758.747241974,155.601122379,36.945380688,95.095608711,0.522797864,0.766323239,173.758030891,12.0,29.0,94.81118679,44.0
Botia_lohachata_C_10,3,1,25042,25042.0,99.39668175,836.426391602,362.283691406,88.009658813,179.868927002,0.449804097,0.993966818,332.284515381,0.0,0.0,166.423782349,78.0
Botia_lohachata_C_11,1,12,11523,960.25,58.196969697,192.466600895,55.917126973,16.043718855,77.188609128,0.592942417,0.765415934,66.183810393,88.416666667,37.083333333,102.245037874,22.073671023
Botia_lohachata_C_11,2,1,14215,14215.0,71.792929293,966.69342041,269.621337891,67.127845764,1.342486382,0.191152155,0.717929304,284.269226074,0.0,0.0,165.32824707,72.0
Botia_lohachata_C_12,1,2,12549,6274.5,58.272579522,771.89799881,134.321703434,35.935266495,3.634805918,0.526929103,0.754526943,158.273560524,106.5,19.0,92.267942429,41.5
Botia_lohachata_C_12,2,2,14722,7361.0,68.363129789,908.658935547,173.315937042,38.436000347,174.50188446,0.085302632,0.516502827,212.981784821,0.0,17.5,163.981430054,54.74004364
Botia_lohachata_C_13,1,3,24899,8299.666666667,76.0228383,589.011214574,125.861503919,36.85195446,83.794722363,0.671685413,0.87161992,131.641466777,114.666666667,51.333333333,146.853978475,37.666666667
Botia_lohachata_C_13,2,2,24725,12362.5,75.491573034,493.920314789,194.723758698,48.447356462,6.647135586,0.359830737,0.731430769,205.072748184,75.0,12.5,90.26429987,50.97160244
Botia_lohachata_C_13,3,3,25674,8558.0,78.389106009,483.0815684,147.580115636,37.162623088,177.521921794,0.45946978,0.770888209,156.527971903,129.333333333,30.333333333,164.462437948,38.591992696
Botia_lohachata_C_14,1,4,2044,511.0,23.906432749,171.077167511,56.826364517,9.932651281,89.332602262,0.185788827,0.576437965,74.169380188,62.0,27.25,91.636231661,19.423818111
Botia_lohachata_C_4,1,6,12801,2133.5,57.7245671,368.454857508,59.095897675,32.104788939,59.931598981,0.385082337,0.677321022,79.600090345,133.0,60.333333333,54.219398657,41.292502562
Botia_lohachata_C_4,2,1,16107,16107.0,72.632575758,727.656860352,282.206970215,72.670318604,0.539909601,0.382270932,0.72632575,298.115753174,0.0,0.0,165.031448364,77.0
Botia_lohachata_C_4,3,1,21316,21316.0,96.121933622,934.024414062,318.337005615,85.256736755,178.863479614,0.307042956,0.961219311,298.115753174,0.0,0.0,165.031448364,77.0
Botia_lohachata_C_5,1,5,7158,1431.6,53.896543935,257.728346634,50.216654968,17.532970238,47.363927054,0.639484805,0.79443602,62.700798988,107.6,27.6,87.514710236,21.094687271
Botia_lohachata_C_5,2,2,9903,4951.5,74.565168286,566.015769958,132.753181458,28.959020376,2.874831155,0.132114511,0.658305943,141.804328918,95.0,57.0,12.142882347,32.5
Botia_lohachata_C_5,3,1,13033,13033.0,98.132670733,577.656860352,260.30166626,63.74961853,179.507904053,0.49081111,0.981326699,239.870803833,0.0,0.0,166.253417969,57.0
Botia_lohachata_C_5,4,2,13108,6554.0,98.697387245,306.970575333,134.192718983,34.323749304,148.267337799,0.541110709,0.919960916,125.343729019,0.0,24.0,144.971744537,31.5
Botia_lohachata_C_6,1,8,7619,952.375,38.230719053,205.240110874,47.829024792,20.783494711,95.202540126,0.45628757,0.693814222,70.229039311,127.625,21.25,112.957058072,27.95259881
Botia_lohachata_C_6,2,1,18490,18490.0,92.779366752,689.656860352,299.044769287,78.724662781,179.937973022,0.488518089,0.927793682,282.591583252,0.0,0.0,165.029403687,73.0
Botia_lohachata_C_6,3,1,19788,19788.0,99.292488334,689.656860352,305.89440918,82.364578247,179.892333984,0.522812128,0.992924869,282.591583252,0.0,0.0,165.029403687,73.0
Botia_lohachata_C_6,4,1,19757,19757.0,99.136936123,741.012207031,305.223968506,82.416175842,179.838317871,0.452147514,0.991369367,282.591583252,0.0,0.0,165.029403687,73.0
Botia_lohachata_C_7,1,9,10515,1168.333333333,44.824793248,232.807356728,45.755690151,18.031083478,100.406659239,0.527750615,0.749064846,57.218296793,138.222222222,38.222222222,82.521805975,23.106491407
Botia_lohachata_C_7,2,1,18270,18270.0,77.883877568,939.438598633,312.021240234,74.552894592,1.534217358,0.260142684,0.778838754,325.522644043,0.0,0.0,166.86026001,74.0
Botia_lohachata_C_8,1,5,10461,2092.2,49.41426547,341.543988419,53.604734039,17.523053169,77.749043083,0.597967013,0.749735236,70.146111774,152.0,34.6,113.894726562,20.965719795
Botia_lohachata_C_8,2,2,17636,8818.0,83.306565895,831.182305813,152.178084612,38.133700728,114.542350769,0.286075257,0.694192529,152.351834059,137.0,25.5,105.435409546,37.560660124
Botia_lohachata_C_8,3,1,19979,19979.0,94.374114313,995.580749512,323.234710693,78.698394775,179.754684448,0.253297359,0.943741143,299.046813965,0.0,0.0,165.870819092,73.0
Botia_lohachata_P_1,1,4,12285,3071.25,63.818181818,383.844188213,66.072624445,44.580940127,135.220695496,0.394951016,0.697238192,97.870706558,77.0,13.5,132.030581474,49.229088783
Botia_lohachata_P_1,2,1,17704,17704.0,91.968831169,687.656860352,297.234924316,75.837089539,0.014265852,0.47047627,0.919688284,283.769287109,0.0,0.0,165.718902588,70.0
Botia_lohachata_P_1,3,3,13489,4496.333333333,70.072727273,421.809515635,91.242395719,27.529428164,130.577252706,0.656850574,0.831899802,102.606717428,86.0,29.333333333,121.719645182,28.5927248
Botia_lohachata_P_10,1,2,22741,11370.5,76.682627462,778.341676712,174.75348568,48.54475832,86.7403014,0.448961489,0.81394586,183.010107994,36.5,16.5,164.487869263,49.846347332
Botia_lohachata_P_10,2,7,15104,2157.714285714,50.930671702,302.702269963,96.867596626,15.81424972,86.157320189,0.466156925,0.752678611,108.716890608,174.428571429,51.571428571,108.297328472,23.051433018
Botia_lohachata_P_11,1,4,7946,1986.5,30.762679055,354.351032257,122.928602219,19.264909506,89.116932154,0.24191886,0.684957787,156.610367775,115.5,46.75,91.393612862,35.195157051
Botia_lohachata_P_12,1,7,17701,2528.714285714,53.59392031,325.578268596,85.236702102,16.372467927,105.884647778,0.473207198,0.671923957,102.97062942,198.0,47.571428571,127.891237872,25.297898974
Botia_lohachata_P_12,2,2,23310,11655.0,70.576480562,979.378265381,253.574020386,52.137742996,5.769458771,0.147478163,0.709022492,300.818824768,0.0,67.5,12.550004482,67.388393402
Botia_lohachata_P_13,1,7,5371,767.285714286,34.80204756,193.26077761,60.632610049,14.251696348,82.489072868,0.40371209,0.691467626,76.301406315,92.428571429,29.571428571,76.863082886,20.396668434
Botia_lohachata_P_13,2,1,13900,13900.0,90.066740102,625.656860352,271.373168945,65.216583252,0.220295891,0.446223319,0.900667429,260.24987793,0.0,0.0,166.444320679,61.0
Botia_lohachata_P_14,1,5,5712,1142.4,44.340940848,238.350878143,75.602862644,17.291760874,105.285275173,0.362999663,0.744588768,87.131690216,90.6,29.8,102.8164814,23.380170918
Botia_lohachata_P_14,2,1,11099,11099.0,86.158981525,563.656860352,236.23614502,59.820167542,0.020156579,0.438999593,0.861589789,233.07723999,0.0,0.0,165.844512939,57.0
Botia_lohachata_P_15,1,8,5832,729.0,37.177280551,186.224505424,56.202067614,16.279669404,68.804808259,0.522027768,0.708043166,77.957513928,71.5,32.5,88.413857609,24.793026924
Botia_lohachata_P_15,2,1,14372,14372.0,91.617262702,621.656860352,268.536224365,68.143501282,179.866607666,0.467332095,0.916172624,256.846252441,0.0,0.0,165.801452637,63.0
Botia_lohachata_P_15,3,1,15602,15602.0,99.458150061,644.627441406,279.537689209,71.064064026,179.852142334,0.471815914,0.994581521,256.846252441,0.0,0.0,165.801452637,63.0
Botia_lohachata_P_2,1,3,8925,2975.0,63.891473978,519.630495707,92.518338521,26.713050842,162.932835897,0.404673214,0.682371686,123.793595314,47.333333333,9.666666667,159.148442586,35.569353739
Botia_lohachata_P_2,2,3,9467,3155.666666667,67.771494022,237.227083842,84.23170344,27.189997991,38.10092332,0.574668417,0.788053354,96.290089289,82.666666667,25.0,89.072380066,30.503183365
