Name, ,ClusterID_Particle#,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Area (px)
Botia_lohachata_P_12,5,1_5,325.0,64.459459459,325.0,64.459459459,51.112698372,19.349896506,9.738525091,148.167734244,0.711891752,21.09502311,315,60,148.570434385,11.648704121,1.986943231,0.503285642,0.843304843,148
Botia_lohachata_P_12,6,1_6,295.615802943,86.430902111,295.615802943,86.430902111,430.526911935,162.921478469,12.214923576,2.876099586,0.105966413,198.579958707,162,92,7.232378708,24.936200908,13.337904036,0.074974299,0.607462106,1563
Botia_lohachata_P_12,7,1_7,23.9,88.842857143,23.9,88.842857143,193.556349186,35.466842521,5.025920651,174.708603632,0.046959456,82.462112512,0,72,165.963756532,19.679347914,7.05678521,0.141707586,0.164802825,140
Botia_lohachata_P_12,8,2_1,71.97854705,13.106777182,71.97854705,13.106777182,543.622366364,186.491967187,28.005649205,4.97031442,0.174425866,231.036793607,0,43,10.726294466,42.776785682,6.659083881,0.150170807,0.719775399,4102
Botia_lohachata_P_12,9,2_2,225.281705539,57.057319867,225.281705539,57.057319867,1415.134126397,320.65607214,76.26983332,6.568603106,0.120530457,370.600863464,0,92,14.373714706,92.0,4.204231977,0.237855572,0.698269594,19208
Botia_lohachata_P_13,1,1_1,54.283932347,11.806131078,54.283932347,11.806131078,400.350288425,112.789329123,26.697663216,179.80429318,0.185421768,120.830459736,0,31,12.425942865,31.0,4.224689188,0.236703804,0.712242132,2365
Botia_lohachata_P_13,2,1_2,223.50472534,13.925280567,223.50472534,13.925280567,350.124891681,80.81325971,26.673773054,163.91097226,0.173548493,145.773797371,118,0,157.833654178,51.387315459,3.029689859,0.330066788,0.444707118,1693
Botia_lohachata_P_13,3,1_3,140.117021277,14.20212766,140.117021277,14.20212766,89.840620434,36.00338396,13.297029784,8.597928731,0.585399334,37.483329628,120,19,9.211026541,15.550526291,2.70762603,0.369327222,0.856492027,376
Botia_lohachata_P_13,4,1_4,171.571428571,16.473214286,171.571428571,16.473214286,39.455844123,12.444580344,11.459030764,32.505327712,0.904076558,13.601470509,165,15,162.897271031,12.0,1.086006365,0.920804917,0.903225806,112
Botia_lohachata_P_13,5,1_5,34.287878788,28.823232323,34.287878788,28.823232323,70.183766184,26.768347258,14.126839477,9.093129881,0.757692475,26.47640459,21,33,10.885527055,14.838838441,1.894857466,0.52774418,0.886567164,297
Botia_lohachata_P_13,6,1_6,57.693617021,59.070212766,57.693617021,59.070212766,336.970562748,130.263407055,4.593942378,178.891885678,0.052014424,159.530561335,0,48,175.325836289,13.0,28.355472561,0.035266561,0.420017873,470
