frame,x,y
00001,1170,419
00002,1168,418
00003,1166,417
00004,1165,417
00005,1164,416
00006,1163,416
00007,1163,416
00008,1162,416
00009,1161,415
00010,1159,414
00011,1158,414
00012,1156,413
00013,1154,413
00014,1152,412
00015,1151,411
00016,1150,411
00017,1149,411
00018,1148,410
00019,1147,410
00020,1147,410
00021,1145,409
00022,1144,409
00023,1142,408
00024,1141,408
00025,1140,408
00026,1139,407
00027,1138,407
00028,1136,406
00029,1136,406
00030,1136,406
00031,1135,406
00032,1133,405
00033,1132,405
00034,1130,405
00035,1129,404
00036,1127,404
00037,1126,404
00038,1125,404
00039,1125,404
00040,1124,403
00041,1122,403
00042,1121,403
00043,1121,403
