frame,x,y
00001,1082,853
00002,1083,853
00003,1084,853
00004,1085,854
00005,1086,854
00006,1087,854
00007,1089,855
00008,1091,855
00009,1092,855
00010,1093,855
00011,1095,856
00012,1095,856
00013,1097,856
00014,1099,856
00015,1100,856
00016,1101,856
00017,1103,857
00018,1104,857
00019,1105,857
00020,1107,857
00021,1108,857
00022,1108,857
00023,1110,857
00024,1111,857
00025,1112,858
00026,1113,858
00027,1114,858
00028,1115,858
00029,1116,858
00030,1117,859
00031,1118,859
00032,1119,859
00033,1120,859
00034,1121,859
00035,1122,859
00036,1123,860
00037,1124,860
00038,1125,860
00039,1126,860
00040,1127,860
00041,1128,860
00042,1129,860
00043,1130,859
00044,1131,860
00045,1132,860
00046,1133,859
00047,1134,860
00048,1135,860
00049,1136,860
00050,1137,860
00051,1138,860
00052,1138,860
00053,1139,860
00054,1140,860
00055,1140,860
00056,1141,860
00057,1142,860
00058,1143,860
00059,1144,860
00060,1144,860
00061,1145,859
00062,1146,860
00063,1147,860
00064,1148,860
00065,1148,860
00066,1149,860
00067,1149,860
00068,1150,859
00069,1151,859
00070,1151,860
00071,1151,860
00072,1152,860
00073,1152,860
00074,1153,860
00075,1154,860
00076,1155,860
00077,1155,860
00078,1156,860
00079,1156,860
00080,1157,860
00081,1157,860
00082,1158,860
00083,1158,860
00084,1159,860
00085,1160,860
00086,1160,860
00087,1161,860
00088,1161,860
00089,1162,860
00090,1162,860
00091,1162,860
00092,1163,860
00093,1163,860
00094,1164,860
00095,1164,860
00096,1165,860
00097,1166,860
00098,1166,860
00099,1166,860
00100,1167,860
00101,1166,860
00102,1167,861
00103,1167,860
00104,1168,860
00105,1168,860
00106,1169,860
00107,1169,861
00108,1170,860
00109,1170,861
00110,1171,860
00111,1171,860
00112,1172,860
00113,1172,860
00114,1173,860
00115,1173,860
00116,1173,860
00117,1174,860
00118,1174,860
00119,1174,860
00120,1175,860
00121,1175,860
00122,1175,860
00123,1176,860
00124,1176,860
00125,1176,860
00126,1176,860
00127,1177,859
00128,1178,859
00129,1178,859
00130,1178,859
00131,1178,859
00132,1179,859
00133,1179,859
00134,1179,859
00135,1179,859
00136,1180,859
00137,1181,859
00138,1181,859
00139,1181,859
00140,1181,859
00141,1182,859
00142,1182,859
00143,1182,859
00144,1183,859
00145,1183,859
00146,1183,859
00147,1183,859
00148,1183,859
00149,1183,859
00150,1183,859
00151,1184,859
00152,1184,859
00153,1185,858
00154,1185,858
00155,1185,858
00156,1185,859
00157,1185,858
00158,1186,858
00159,1186,858
00160,1186,858
00161,1186,858
00162,1186,858
00163,1186,859
00164,1186,859
00165,1187,859
00166,1186,859
00167,1187,859
00168,1187,859
00169,1187,859
00170,1188,859
00171,1188,859
00172,1188,859
00173,1189,859
00174,1189,859
00175,1189,859
00176,1189,859
00177,1190,859
00178,1191,859
00179,1191,859
00180,1191,859
00181,1191,858
00182,1192,858
00183,1192,859
00184,1192,859
00185,1192,858
00186,1192,858
00187,1193,858
00188,1193,858
00189,1194,858
00190,1194,858
00191,1195,858
00192,1195,857
00193,1196,857
00194,1196,858
00195,1197,857
00196,1198,857
00197,1198,857
00198,1198,857
00199,1198,857
00200,1199,857
00201,1198,857
00202,1199,857
00203,1199,857
00204,1199,857
00205,1199,857
00206,1199,857
00207,1199,857
00208,1199,857
00209,1199,857
00210,1199,857
00211,1199,857
00212,1199,857
00213,1199,857
00214,1199,857
00215,1200,857
00216,1200,857
00217,1199,857
00218,1200,857
00219,1200,857
00220,1200,857
00221,1200,857
00222,1200,857
00223,1201,857
00224,1201,857
00225,1201,857
00226,1201,857
00227,1201,858
00228,1201,857
00229,1202,857
00230,1201,858
00231,1201,858
00232,1201,858
00233,1201,858
00234,1202,858
00235,1202,858
00236,1202,858
00237,1202,859
00238,1202,859
00239,1202,859
00240,1202,859
00241,1202,859
00242,1203,859
00243,1202,860
00244,1203,859
00245,1203,860
00246,1203,860
00247,1203,860
00248,1203,860
00249,1203,860
00250,1203,860
00251,1203,860
00252,1203,861
00253,1203,861
00254,1203,861
00255,1203,861
00256,1204,861
00257,1204,861
00258,1205,860
00259,1205,860
00260,1205,860
00261,1206,860
00262,1206,859
00263,1208,859
00264,1208,859
00265,1208,859
00266,1209,859
00267,1209,859
00268,1209,859
00269,1209,859
00270,1210,859
00271,1209,859
00272,1209,859
00273,1210,859
00274,1210,859
00275,1211,859
00276,1211,859
00277,1211,859
00278,1211,859
00279,1212,859
00280,1212,859
00281,1213,859
00282,1214,859
00283,1213,859
00284,1214,859
00285,1214,859
00286,1214,859
00287,1215,858
00288,1215,858
00289,1215,858
00290,1215,858
00291,1216,858
00292,1216,858
00293,1217,858
00294,1217,858
00295,1217,858
00296,1218,858
00297,1219,858
00298,1219,858
00299,1219,858
00300,1220,858
00301,1220,858
00302,1221,858
00303,1221,858
00304,1222,858
00305,1223,858
00306,1224,858
00307,1224,858
00308,1225,858
00309,1225,859
00310,1225,859
00311,1225,858
00312,1226,859
00313,1226,859
00314,1226,859
00315,1227,859
00316,1227,859
00317,1227,859
00318,1228,859
00319,1228,859
00320,1228,859
00321,1229,859
00322,1229,859
00323,1229,859
00324,1229,859
00325,1230,859
00326,1230,859
00327,1230,859
00328,1231,859
00329,1231,859
00330,1230,859
00331,1231,859
00332,1231,859
00333,1232,859
00334,1232,859
00335,1231,859
00336,1232,859
00337,1232,859
00338,1232,859
00339,1232,859
00340,1232,859
00341,1232,859
00342,1232,859
00343,1233,859
00344,1233,859
00345,1233,859
00346,1233,859
00347,1232,859
00348,1233,859
00349,1233,858
00350,1233,858
00351,1233,858
00352,1233,858
00353,1234,858
00354,1234,857
00355,1234,857
00356,1235,857
00357,1236,857
00358,1237,857
00359,1238,857
00360,1239,857
00361,1239,857
00362,1240,856
00363,1241,857
00364,1242,857
00365,1243,856
00366,1243,856
00367,1244,856
00368,1244,856
00369,1244,856
00370,1245,856
00371,1245,856
00372,1245,856
00373,1246,856
00374,1246,857
00375,1247,856
00376,1247,856
00377,1248,856
00378,1248,856
00379,1249,856
00380,1250,856
00381,1250,856
00382,1251,856
00383,1252,856
00384,1252,855
00385,1253,855
00386,1253,855
00387,1253,855
00388,1254,855
00389,1254,855
00390,1255,855
00391,1255,855
00392,1256,855
00393,1256,855
00394,1257,854
00395,1257,854
00396,1258,854
00397,1259,853
00398,1260,853
00399,1261,853
00400,1261,852
00401,1262,852
00402,1263,851
00403,1264,851
00404,1264,851
00405,1263,852
00406,1264,851
00407,1265,850
00408,1266,850
00409,1266,850
00410,1266,850
00411,1267,849
00412,1268,849
00413,1268,849
00414,1268,849
00415,1268,849
00416,1269,849
00417,1269,848
00418,1270,848
00419,1270,848
00420,1271,848
00421,1272,848
00422,1272,848
00423,1274,847
00424,1274,847
00425,1275,847
00426,1275,847
00427,1276,847
00428,1277,847
00429,1277,846
00430,1278,846
00431,1277,847
00432,1278,847
00433,1279,847
00434,1279,846
00435,1279,847
00436,1280,846
00437,1281,846
00438,1281,846
00439,1282,846
00440,1282,846
00441,1283,846
00442,1283,846
00443,1283,846
00444,1284,845
00445,1284,846
00446,1284,846
00447,1284,845
00448,1285,846
00449,1285,845
00450,1285,845
00451,1286,845
00452,1286,845
00453,1286,845
00454,1287,845
00455,1287,845
00456,1288,845
00457,1288,845
00458,1288,845
00459,1289,845
00460,1289,845
00461,1290,845
00462,1290,844
00463,1291,844
00464,1291,843
00465,1292,844
00466,1292,843
00467,1293,843
00468,1293,843
00469,1294,842
00470,1295,842
00471,1295,841
00472,1296,841
00473,1296,841
00474,1297,841
00475,1297,840
00476,1297,840
00477,1298,839
00478,1299,839
00479,1299,839
00480,1300,838
