frame,x,y
00001,1128,644
00002,1130,644
00003,1132,644
00004,1134,644
00005,1136,644
00006,1139,644
00007,1143,644
00008,1146,643
00009,1148,643
00010,1150,643
00011,1152,642
00012,1154,642
00013,1156,642
00014,1159,642
00015,1162,642
00016,1164,642
00017,1166,641
00018,1168,641
00019,1170,641
00020,1172,641
00021,1174,641
00022,1177,642
00023,1179,641
00024,1181,641
00025,1184,642
00026,1186,643
00027,1188,643
00028,1192,644
00029,1195,644
00030,1197,645
00031,1199,646
00032,1201,646
00033,1203,645
00034,1206,646
00035,1208,647
00036,1209,647
00037,1213,647
00038,1215,648
00039,1217,648
00040,1221,649
00041,1222,649
00042,1226,650
00043,1228,650
00044,1229,650
00045,1231,651
00046,1234,652
00047,1236,653
00048,1237,654
00049,1241,655
00050,1243,657
00051,1245,657
00052,1248,658
00053,1250,659
00054,1253,660
00055,1256,661
00056,1258,662
00057,1261,662
00058,1262,663
00059,1265,663
00060,1267,664
00061,1270,665
00062,1274,666
00063,1279,667
00064,1282,668
00065,1285,669
00066,1287,670
00067,1289,671
00068,1292,672
00069,1294,673
00070,1296,674
00071,1298,675
00072,1301,676
00073,1303,678
00074,1306,679
00075,1308,680
00076,1310,681
00077,1313,682
00078,1316,684
00079,1318,684
00080,1321,686
00081,1323,687
00082,1325,688
00083,1327,689
00084,1331,690
00085,1334,691
00086,1337,692
00087,1338,692
00088,1341,693
00089,1344,695
00090,1345,695
00091,1347,696
00092,1349,697
00093,1350,698
00094,1353,699
00095,1355,700
00096,1359,702
00097,1360,702
00098,1362,704
00099,1364,704
00100,1367,705
00101,1369,707
00102,1370,707
00103,1372,708
00104,1374,709
00105,1376,710
00106,1378,711
00107,1380,712
00108,1382,713
00109,1383,713
00110,1386,714
00111,1389,715
00112,1390,716
00113,1393,717
00114,1396,718
00115,1399,719
00116,1403,720
00117,1402,720
00118,1405,721
00119,1407,722
00120,1409,722
00121,1412,723
00122,1414,723
00123,1416,725
00124,1418,726
00125,1420,726
00126,1422,727
00127,1425,728
00128,1426,729
00129,1427,730
00130,1429,731
00131,1431,732
00132,1433,733
00133,1436,734
00134,1438,734
00135,1439,735
00136,1442,736
00137,1443,737
00138,1445,737
00139,1446,738
00140,1448,738
00141,1449,739
00142,1452,740
00143,1453,740
00144,1455,740
