frame,x,y
00001,1136,614
00002,1136,614
00003,1137,614
00004,1137,614
00005,1138,614
00006,1138,614
00007,1138,614
00008,1138,613
00009,1138,613
00010,1139,613
00011,1139,613
00012,1139,613
00013,1140,613
00014,1140,613
00015,1140,613
00016,1141,613
00017,1142,613
00018,1141,613
00019,1141,612
00020,1141,612
00021,1142,612
00022,1143,612
00023,1143,612
00024,1143,612
00025,1143,612
00026,1144,612
00027,1144,612
00028,1145,612
00029,1145,612
00030,1145,612
00031,1146,612
00032,1145,612
00033,1145,612
00034,1146,612
00035,1147,612
00036,1148,611
00037,1148,612
00038,1148,612
00039,1148,612
00040,1148,611
00041,1148,611
00042,1148,611
00043,1149,611
00044,1149,611
00045,1150,611
00046,1150,611
00047,1150,611
00048,1150,611
00049,1150,611
00050,1150,611
00051,1150,611
00052,1151,611
00053,1151,611
00054,1151,611
00055,1151,611
00056,1151,611
00057,1151,611
00058,1151,611
00059,1152,611
00060,1152,611
00061,1152,611
00062,1152,611
00063,1152,611
00064,1153,611
00065,1153,611
00066,1154,610
00067,1154,610
00068,1154,610
00069,1154,610
00070,1155,610
00071,1155,610
00072,1156,610
00073,1156,610
00074,1156,610
00075,1157,610
00076,1158,610
00077,1158,609
00078,1158,610
00079,1158,610
00080,1160,609
00081,1160,609
00082,1160,609
00083,1161,609
00084,1162,609
00085,1163,608
00086,1162,608
00087,1163,608
00088,1163,608
00089,1162,608
00090,1163,608
00091,1164,608
00092,1165,608
00093,1165,608
00094,1165,608
00095,1165,608
00096,1165,608
00097,1165,608
00098,1166,607
00099,1166,607
00100,1167,607
00101,1167,607
00102,1168,607
00103,1169,607
00104,1169,607
00105,1170,606
00106,1170,606
00107,1171,606
00108,1171,606
00109,1172,606
00110,1173,606
00111,1173,606
00112,1174,606
00113,1175,606
00114,1176,605
00115,1177,605
00116,1177,605
00117,1177,605
00118,1177,605
00119,1177,605
00120,1178,605
00121,1179,605
00122,1179,605
00123,1179,605
00124,1180,605
00125,1180,605
00126,1181,604
00127,1181,604
00128,1182,604
00129,1182,604
00130,1182,604
00131,1183,603
00132,1184,603
00133,1185,602
