frame,x,y
00001,1155,593
00002,1155,593
00003,1156,594
00004,1157,594
00005,1158,593
00006,1158,593
00007,1158,593
00008,1159,593
00009,1159,593
00010,1160,594
00011,1160,594
00012,1161,594
00013,1163,594
00014,1163,593
00015,1165,593
00016,1166,593
00017,1167,593
00018,1167,593
00019,1168,593
00020,1170,594
00021,1171,594
00022,1173,594
00023,1174,594
00024,1176,594
00025,1177,594
00026,1178,594
00027,1179,594
00028,1181,594
00029,1181,594
00030,1183,594
00031,1184,594
00032,1185,594
00033,1186,594
00034,1187,594
00035,1187,594
00036,1188,594
00037,1189,594
00038,1189,594
00039,1190,594
00040,1191,594
00041,1192,594
00042,1193,594
00043,1194,593
00044,1195,593
00045,1196,593
00046,1197,592
00047,1198,592
00048,1199,592
00049,1200,592
00050,1200,592
00051,1201,592
00052,1201,591
00053,1202,591
00054,1202,591
00055,1203,591
00056,1204,591
00057,1205,591
00058,1207,590
00059,1207,590
00060,1209,589
00061,1210,589
00062,1210,589
00063,1211,588
00064,1212,588
00065,1212,588
00066,1213,587
00067,1214,587
00068,1215,587
00069,1216,586
00070,1218,586
00071,1218,585
00072,1219,585
00073,1220,584
00074,1221,584
00075,1222,584
00076,1224,583
00077,1224,583
00078,1225,583
00079,1226,582
00080,1228,581
00081,1229,581
00082,1230,580
00083,1231,579
00084,1233,578
00085,1235,578
00086,1237,577
00087,1238,576
00088,1239,575
00089,1240,575
00090,1242,574
00091,1242,573
00092,1244,572
00093,1245,572
00094,1245,571
00095,1246,570
00096,1247,570
00097,1248,569
00098,1249,569
00099,1249,569
00100,1250,568
00101,1251,568
00102,1251,568
00103,1252,567
00104,1253,566
00105,1254,565
00106,1255,565
00107,1255,564
00108,1255,564
00109,1256,563
00110,1257,563
00111,1257,563
00112,1258,561
00113,1259,561
00114,1259,560
00115,1260,560
00116,1261,559
00117,1261,559
00118,1262,558
00119,1263,557
00120,1263,557
00121,1264,555
00122,1265,554
00123,1266,552
00124,1268,551
00125,1269,550
00126,1269,548
00127,1270,547
00128,1271,545
00129,1272,544
00130,1273,543
00131,1275,541
00132,1277,539
00133,1278,538
00134,1279,536
00135,1280,535
00136,1282,533
00137,1283,532
00138,1284,530
00139,1285,529
00140,1286,528
00141,1287,527
00142,1288,526
00143,1288,526
00144,1289,525
00145,1290,524
00146,1291,524
00147,1291,523
00148,1292,522
00149,1293,521
00150,1294,520
00151,1294,519
00152,1295,518
00153,1296,518
00154,1296,517
00155,1297,516
00156,1298,515
00157,1298,514
00158,1299,513
00159,1300,513
00160,1300,512
00161,1301,511
00162,1303,509
00163,1303,508
00164,1305,506
00165,1306,504
00166,1308,502
00167,1309,501
00168,1310,499
00169,1310,499
00170,1311,498
00171,1311,498
00172,1312,497
00173,1313,496
00174,1313,495
00175,1314,494
00176,1315,494
00177,1315,493
00178,1317,491
00179,1318,489
00180,1320,488
00181,1322,485
00182,1322,486
00183,1323,485
00184,1324,484
00185,1324,483
00186,1325,482
00187,1327,481
00188,1327,481
00189,1328,480
00190,1329,479
00191,1330,477
00192,1331,476
00193,1332,475
00194,1333,475
00195,1333,474
00196,1335,473
00197,1336,472
00198,1337,471
00199,1338,470
00200,1340,469
00201,1340,468
00202,1342,467
00203,1343,466
00204,1344,465
00205,1346,463
00206,1347,463
00207,1347,462
00208,1348,461
00209,1349,461
00210,1350,459
00211,1351,459
00212,1352,458
00213,1353,457
00214,1353,457
00215,1354,456
00216,1355,455
00217,1355,455
00218,1355,455
00219,1356,454
00220,1357,453
00221,1357,453
00222,1359,451
00223,1360,450
00224,1360,450
00225,1361,449
00226,1362,448
00227,1363,447
00228,1364,447
00229,1364,446
