frame,x,y
00001,1339,545
00002,1340,544
00003,1340,544
00004,1340,544
00005,1340,544
00006,1339,545
00007,1339,546
00008,1339,546
00009,1338,546
00010,1337,547
00011,1337,548
00012,1337,548
00013,1337,548
00014,1336,548
00015,1336,548
00016,1336,548
00017,1336,549
00018,1335,549
00019,1335,549
00020,1335,549
00021,1334,550
00022,1334,550
00023,1333,551
00024,1332,552
00025,1332,552
00026,1331,553
00027,1330,553
00028,1329,554
00029,1329,554
00030,1328,555
00031,1328,555
00032,1327,556
00033,1327,558
00034,1326,557
00035,1326,558
00036,1325,558
00037,1321,563
00038,1319,563
00039,1318,564
00040,1318,564
00041,1317,565
00042,1316,565
00043,1315,566
00044,1314,566
00045,1313,567
00046,1312,567
00047,1312,567
00048,1311,568
00049,1310,568
00050,1309,569
00051,1307,569
00052,1307,569
00053,1306,570
00054,1306,570
00055,1305,570
00056,1304,571
00057,1303,571
00058,1303,571
00059,1302,572
00060,1301,572
00061,1300,572
00062,1299,573
00063,1299,573
00064,1299,573
00065,1299,573
00066,1297,573
00067,1297,573
00068,1296,574
00069,1295,574
00070,1294,575
00071,1293,575
00072,1292,575
00073,1291,575
00074,1291,576
00075,1290,576
00076,1288,576
00077,1288,576
00078,1286,577
00079,1285,577
00080,1283,578
00081,1283,578
00082,1279,580
00083,1279,580
00084,1278,580
00085,1278,580
00086,1276,581
00087,1275,582
00088,1274,583
00089,1272,584
00090,1270,585
00091,1269,586
00092,1268,586
00093,1268,587
00094,1266,588
00095,1265,588
00096,1265,588
00097,1264,589
00098,1264,589
00099,1263,589
00100,1262,590
00101,1260,590
00102,1259,591
00103,1257,591
00104,1256,592
00105,1254,592
00106,1252,593
00107,1251,594
00108,1250,594
00109,1250,594
00110,1248,595
00111,1246,596
00112,1245,596
00113,1243,597
00114,1240,598
00115,1237,600
00116,1236,600
00117,1234,602
00118,1232,602
00119,1231,603
00120,1229,604
00121,1227,605
00122,1225,607
00123,1223,609
00124,1221,610
00125,1219,611
00126,1217,613
00127,1216,613
00128,1215,614
00129,1213,615
00130,1211,616
00131,1209,618
00132,1208,618
00133,1207,619
00134,1205,620
00135,1204,621
00136,1203,621
00137,1201,622
00138,1199,624
00139,1197,625
00140,1194,626
00141,1191,628
00142,1190,629
00143,1187,630
00144,1186,632
00145,1183,633
00146,1183,632
00147,1181,634
00148,1179,635
00149,1177,636
00150,1176,638
00151,1174,639
00152,1173,640
00153,1171,641
00154,1169,643
00155,1167,645
00156,1165,647
00157,1164,648
00158,1160,651
00159,1159,652
00160,1157,654
00161,1156,655
00162,1154,658
00163,1152,659
00164,1150,661
00165,1149,662
00166,1147,663
00167,1146,665
00168,1145,666
00169,1143,668
00170,1143,668
00171,1142,670
00172,1140,672
00173,1139,673
00174,1137,676
00175,1137,676
00176,1136,677
00177,1135,678
00178,1134,679
00179,1133,680
00180,1133,680
00181,1132,681
00182,1131,682
00183,1130,684
00184,1129,685
00185,1128,686
00186,1128,686
00187,1127,688
00188,1126,688
00189,1126,689
00190,1125,690
00191,1125,691
00192,1124,693
00193,1124,693
00194,1122,695
00195,1122,695
00196,1121,696
00197,1121,697
00198,1120,698
00199,1120,700
00200,1118,701
00201,1118,702
00202,1117,702
00203,1117,703
00204,1117,704
00205,1116,706
00206,1115,706
00207,1115,707
00208,1115,708
00209,1114,709
00210,1113,711
00211,1113,712
00212,1112,713
00213,1112,714
00214,1111,715
00215,1110,717
00216,1109,718
00217,1109,719
00218,1108,720
00219,1108,720
00220,1108,721
00221,1107,722
00222,1106,723
00223,1106,724
00224,1105,725
00225,1105,725
00226,1104,726
00227,1104,727
00228,1103,728
00229,1103,729
00230,1103,730
00231,1102,730
00232,1101,731
00233,1101,732
00234,1100,733
00235,1100,734
00236,1099,735
00237,1098,737
00238,1098,737
00239,1097,738
00240,1096,739
00241,1096,740
00242,1095,741
00243,1095,741
00244,1094,743
00245,1094,743
00246,1093,744
00247,1092,745
00248,1091,746
00249,1091,746
00250,1091,747
00251,1090,748
00252,1089,748
00253,1089,749
00254,1088,750
00255,1087,751
00256,1086,752
00257,1085,753
00258,1084,753
00259,1083,754
00260,1082,755
00261,1082,756
00262,1082,756
