frame,x,y
00001,1160,969
00002,1159,968
00003,1158,968
00004,1157,967
00005,1156,967
00006,1155,966
00007,1154,965
00008,1153,963
00009,1151,962
00010,1150,962
00011,1150,962
00012,1149,960
00013,1148,960
00014,1147,960
00015,1147,960
00016,1146,959
00017,1145,959
00018,1144,958
00019,1144,958
00020,1143,958
00021,1142,957
00022,1141,956
00023,1139,955
00024,1138,954
00025,1138,954
00026,1138,954
00027,1137,954
00028,1137,953
00029,1135,952
00030,1135,952
00031,1134,951
00032,1132,950
00033,1132,950
00034,1131,950
00035,1131,949
00036,1129,949
00037,1128,948
00038,1128,947
00039,1126,946
00040,1126,946
00041,1125,945
00042,1124,945
00043,1124,945
00044,1123,944
00045,1122,943
00046,1121,943
00047,1121,943
00048,1120,942
00049,1119,941
00050,1119,941
00051,1118,941
00052,1118,940
00053,1117,940
00054,1116,939
00055,1116,939
00056,1114,938
00057,1113,937
00058,1113,937
00059,1112,936
00060,1110,935
00061,1109,935
00062,1108,935
00063,1107,934
00064,1107,934
00065,1105,933
00066,1104,932
00067,1103,932
00068,1102,931
00069,1102,931
00070,1101,931
00071,1100,930
00072,1099,930
00073,1098,929
00074,1097,929
00075,1097,928
00076,1096,928
00077,1095,927
00078,1094,927
00079,1094,927
00080,1093,926
00081,1093,926
00082,1092,925
00083,1091,925
00084,1090,924
00085,1090,924
00086,1090,924
00087,1089,923
00088,1088,923
00089,1087,922
00090,1086,922
00091,1085,922
00092,1084,921
00093,1084,921
00094,1083,920
00095,1082,920
00096,1081,919
00097,1080,918
00098,1080,918
00099,1079,918
00100,1079,917
00101,1078,917
00102,1077,917
00103,1076,916
00104,1076,916
00105,1075,916
00106,1075,915
00107,1074,915
00108,1073,914
00109,1072,914
00110,1071,914
00111,1071,914
00112,1072,914
00113,1071,913
00114,1069,912
00115,1068,912
00116,1067,912
00117,1067,912
00118,1066,911
00119,1065,911
00120,1064,911
00121,1063,910
00122,1062,910
00123,1061,910
00124,1061,910
00125,1060,910
00126,1060,910
00127,1059,909
00128,1058,909
00129,1057,909
00130,1057,909
00131,1056,909
00132,1055,909
00133,1055,908
00134,1054,908
00135,1053,908
00136,1053,908
00137,1052,908
00138,1051,907
00139,1050,908
00140,1050,908
00141,1049,907
00142,1048,907
00143,1048,907
00144,1047,906
00145,1047,906
00146,1046,906
00147,1045,906
00148,1044,906
00149,1044,905
00150,1043,905
00151,1042,905
00152,1042,905
00153,1041,904
00154,1041,904
00155,1040,904
00156,1039,903
00157,1038,903
00158,1038,903
00159,1037,903
00160,1037,903
00161,1037,903
00162,1038,903
00163,1036,903
00164,1037,903
00165,1037,903
00166,1036,903
00167,1036,903
00168,1034,902
00169,1033,902
00170,1034,902
00171,1032,902
00172,1034,902
00173,1031,902
00174,1032,902
00175,1032,902
00176,1032,902
00177,1032,902
00178,1030,901
00179,1029,901
00180,1029,901
00181,1029,901
00182,1030,901
00183,1028,901
00184,1027,901
00185,1027,901
00186,1026,900
00187,1026,900
00188,1025,900
00189,1025,900
00190,1025,900
00191,1024,900
00192,1024,900
00193,1025,900
00194,1024,900
00195,1022,900
00196,1023,900
00197,1023,900
00198,1021,900
00199,1021,900
00200,1020,900
00201,1020,900
00202,1019,899
00203,1019,899
00204,1019,899
00205,1018,899
00206,1018,899
00207,1018,899
00208,1017,899
00209,1017,899
00210,1016,899
00211,1016,899
00212,1016,899
00213,1015,899
00214,1015,899
00215,1015,899
00216,1015,899
00217,1015,899
00218,1014,899
00219,1014,899
00220,1014,899
00221,1013,899
00222,1013,898
00223,1012,898
00224,1012,898
00225,1012,898
00226,1012,898
00227,1012,897
00228,1011,897
00229,1011,897
00230,1010,897
00231,1010,896
00232,1009,896
00233,1009,896
00234,1009,896
00235,1008,895
00236,1007,895
00237,1006,895
00238,1006,895
00239,1005,895
00240,1005,895
00241,1005,895
00242,1004,895
00243,1004,895
00244,1004,895
00245,1003,895
00246,1003,895
00247,1003,895
00248,1002,895
00249,1002,895
00250,1002,894
00251,1002,895
00252,1001,894
00253,1000,894
00254,1000,894
00255,1000,894
00256,999,894
00257,998,894
00258,998,894
00259,998,894
00260,997,894
00261,996,894
00262,996,893
00263,996,893
00264,995,893
00265,995,893
00266,994,893
00267,994,893
00268,993,892
00269,993,892
00270,992,892
00271,992,892
00272,991,891
00273,991,891
00274,991,891
00275,990,891
00276,991,891
00277,991,891
00278,988,890
00279,988,890
00280,987,890
00281,987,890
00282,986,889
00283,986,889
00284,986,888
00285,985,888
00286,984,888
00287,983,887
00288,984,887
00289,983,887
00290,983,886
00291,982,886
00292,981,885
00293,981,885
00294,980,885
00295,980,884
00296,979,884
00297,979,883
