frame,x,y
00001,1314,402
00002,1310,401
00003,1306,401
00004,1302,400
00005,1298,400
00006,1295,399
00007,1292,398
00008,1288,398
00009,1284,397
00010,1280,396
00011,1277,395
00012,1274,394
00013,1271,394
00014,1267,393
00015,1263,392
00016,1258,391
00017,1255,391
00018,1252,390
00019,1248,390
00020,1244,390
00021,1239,389
00022,1236,389
00023,1233,389
00024,1229,388
00025,1225,388
00026,1221,387
00027,1217,387
00028,1214,386
00029,1211,386
00030,1208,385
00031,1205,384
00032,1201,384
00033,1197,383
00034,1194,382
00035,1191,382
00036,1187,381
00037,1184,381
00038,1180,380
00039,1177,380
00040,1174,379
00041,1171,379
00042,1167,379
00043,1164,378
00044,1160,378
00045,1156,378
00046,1153,378
00047,1150,378
00048,1146,377
00049,1143,377
