frame,x,y
00001,1300,499
00002,1299,499
00003,1297,500
00004,1296,501
00005,1295,502
00006,1294,503
00007,1292,504
00008,1291,505
00009,1289,506
00010,1288,506
00011,1286,508
00012,1285,508
00013,1283,509
00014,1281,511
00015,1279,512
00016,1278,513
00017,1276,514
00018,1274,516
00019,1271,518
00020,1270,520
00021,1268,521
00022,1267,521
00023,1266,522
00024,1264,523
00025,1263,524
00026,1262,525
00027,1260,526
00028,1259,526
00029,1258,527
00030,1257,528
00031,1256,528
00032,1255,529
00033,1254,529
00034,1253,530
00035,1251,531
00036,1249,532
00037,1248,533
00038,1247,533
00039,1245,534
00040,1245,535
00041,1243,535
00042,1241,536
00043,1240,537
00044,1239,538
00045,1237,539
00046,1235,539
00047,1234,541
00048,1232,541
00049,1230,543
00050,1228,544
00051,1226,545
00052,1223,547
00053,1221,549
00054,1219,550
00055,1218,551
00056,1217,551
00057,1215,552
00058,1215,553
00059,1214,553
00060,1213,554
00061,1212,554
00062,1210,555
00063,1208,556
00064,1207,557
00065,1205,558
00066,1204,558
00067,1203,559
00068,1202,559
00069,1201,560
00070,1200,560
00071,1199,561
00072,1197,561
00073,1196,562
00074,1195,563
00075,1193,564
00076,1191,565
00077,1190,566
00078,1188,567
00079,1186,568
00080,1184,569
00081,1182,570
00082,1180,572
00083,1177,573
00084,1176,574
00085,1174,575
00086,1173,576
00087,1172,577
00088,1171,577
00089,1169,578
00090,1168,578
00091,1167,579
00092,1166,579
00093,1165,580
00094,1162,581
00095,1161,582
00096,1160,582
00097,1158,583
00098,1157,584
00099,1155,584
00100,1153,585
00101,1152,586
00102,1150,587
00103,1149,587
00104,1148,588
00105,1147,588
00106,1146,589
00107,1145,589
00108,1144,590
00109,1142,590
00110,1141,591
00111,1140,591
00112,1139,592
00113,1138,592
00114,1136,593
00115,1135,594
00116,1133,595
00117,1131,595
00118,1130,596
00119,1129,596
00120,1128,597
00121,1126,598
00122,1125,599
00123,1123,599
00124,1122,600
00125,1121,601
00126,1120,601
00127,1119,602
00128,1119,602
00129,1117,602
00130,1116,603
00131,1114,603
00132,1113,604
00133,1111,605
00134,1110,605
00135,1109,606
00136,1107,606
00137,1106,607
00138,1105,607
00139,1104,607
00140,1103,608
00141,1101,608
00142,1100,608
00143,1099,609
00144,1098,609
00145,1097,609
00146,1096,609
00147,1095,610
00148,1094,610
