frame,x,y
00001,1330,683
00002,1331,683
00003,1330,684
00004,1329,684
00005,1328,685
00006,1328,685
00007,1328,685
00008,1327,686
00009,1326,686
00010,1324,687
00011,1322,688
00012,1321,689
00013,1319,690
00014,1318,691
00015,1317,691
00016,1314,693
00017,1313,694
00018,1312,695
00019,1310,696
00020,1308,698
00021,1306,700
00022,1305,701
00023,1303,702
00024,1302,703
00025,1300,704
00026,1297,706
00027,1296,707
00028,1293,709
00029,1292,709
00030,1291,710
00031,1288,711
00032,1287,712
00033,1285,713
00034,1284,714
00035,1282,715
00036,1280,715
00037,1278,716
00038,1277,717
00039,1276,717
00040,1274,718
00041,1271,719
00042,1268,720
00043,1266,721
00044,1263,722
00045,1261,723
00046,1260,724
00047,1259,724
00048,1257,725
00049,1254,727
00050,1253,727
00051,1251,728
00052,1249,729
00053,1247,730
00054,1245,731
00055,1243,732
00056,1241,733
00057,1239,734
00058,1237,735
00059,1235,736
00060,1234,737
00061,1231,739
00062,1229,739
00063,1228,740
00064,1226,740
00065,1224,741
00066,1222,742
00067,1220,743
00068,1219,744
00069,1217,744
00070,1215,745
00071,1213,746
00072,1212,747
00073,1210,748
00074,1208,748
00075,1206,749
00076,1205,750
00077,1204,750
00078,1202,751
00079,1201,752
00080,1199,753
00081,1197,753
00082,1195,754
00083,1192,755
00084,1191,755
00085,1189,756
00086,1187,757
00087,1186,758
00088,1185,758
00089,1183,759
00090,1182,760
00091,1180,761
00092,1177,763
00093,1174,765
00094,1174,765
00095,1173,766
00096,1171,767
00097,1168,768
00098,1167,768
00099,1165,768
00100,1164,769
00101,1162,770
00102,1161,770
00103,1159,771
00104,1156,772
00105,1153,773
00106,1150,773
00107,1148,774
00108,1146,774
00109,1144,775
00110,1143,775
00111,1141,776
00112,1138,777
00113,1136,778
00114,1134,778
00115,1132,779
00116,1130,780
00117,1128,780
00118,1125,781
00119,1124,782
00120,1122,783
00121,1121,783
00122,1119,784
00123,1118,784
00124,1117,785
00125,1115,786
00126,1112,787
00127,1109,789
00128,1108,789
00129,1105,790
00130,1103,790
00131,1101,791
00132,1099,791
00133,1097,792
00134,1096,792
00135,1093,793
00136,1092,793
00137,1090,794
00138,1088,794
00139,1085,794
00140,1083,794
